miRBase ID(s)	EntrezGene ID
	10558
	51289
	25937
	1317
	8822
	9435
	619351
	2690
	200959
	116179
	100287482
	4683
	91608
	102723897
	168391
	379
	70
	196740
	1060
	148741
	401289
	285908
	112936
	811
	285804
	22880
	3736
	90871
	26509
	147920
	9389
	55196
	56829
	131
	122769
	285175
	10896
	159163
	378951
	547
	5916
	105416157
	101929095
	84624
	8303
	5256
	9349
	9962
	594
	3777
	79746
	6444
	651302
	493900
	64981
	8225
	4580
	51227
	57554
	343099
	50837
	91227
	348013
	146923
	10528
	81033
	56244
	6229
	7551
	55052
	50836
	79345
	105373496
	3216
	131965
	3176
	22882
	56937
	101927631
	5623
	157285
	57642
	3107
	374868
	9663
	26092
	81621
	8745
	102724323
	3730
	51061
	55322
	2888
	338707
	100874092
	79574
	10581
	6992
	105374463
	5502
	100873924
	503618
	54953
	143903
	2794
	83700
	101241891
	57650
	23225
	375775
	284825
	105371782
	51160
	11004
	55603
	23394
	100874253
	390058
	4107
	10499
	101928661
	79143
	4520
	6337
	2166
	8506
	25907
	728047
	118490
	6400
	56159
	100506049
	245927
	10598
	341640
	548593
	147872
	3007
	101928924
	440585
	54520
	215
	80258
	101928446
	85300
	79583
	9836
	8301
	50944
	221481
	115749
	253314
	959
	115330
	102467074
	414325
	145741
	654790
	80305
	255928
	401494
	7324
	8801
	29082
	7855
	5638
	283871
	390063
	64172
	55891
	5554
	3678
	1727
	5298
	50506
	160777
	9782
	83463
	4646
	118424
	140771
	101927973
	2565
	140883
	101928417
	55167
	115584
	9240
	8148
	80772
	641455
	27231
	10743
	220002
	1453
	5686
	26118
	64895
	6868
	117154
	57699
	143630
	2996
	402055
	114571
	102723378
	57705
	84062
	401250
	54793
	101928445
	55143
	8721
	114881
	390061
	101928530
	9904
	5900
	7994
	50835
	101055625
	105372038
	54780
	6235
	9857
	101927722
	282763
	389634
	91464
	1474
	8829
	26251
	730112
	9437
	118472
	341350
	134
	7200
	101928190
	9697
	8530
	121340
	10578
	6369
	116159
	3306
	22829
	220382
	55356
	4245
	155435
	1164
	27120
	112724
	101927139
	25764
	645949
	255426
	283897
	105369277
	22890
	102724788
	8061
	100306951
	283902
	6837
	9754
	25928
	286234
	9340
	23187
	100653049
	100505477
	24
	118471
	259290
	440888
	285577
	116225
	2845
	391003
	84618
	7597
	4925
	4013
	5899
	2281
	57608
	55670
	158293
	5828
	79919
	79820
	80117
	101927765
	3881
	400932
	9824
	83872
	3283
	149840
	2621
	240
	2903
	7919
	989
	254531
	11133
	5376
	150353
	84246
	11024
	23
	401115
	266919
	84222
	6836
	149954
	133022
	9073
	441549
	3912
	10922
	26959
	64794
	390637
	117854
	5162
	9901
	10723
	11136
	9360
	7419
	84981
	10229
	147093
	54758
	105371397
	219482
	5597
	100128893
	100874323
	503582
	8361
	654483
	642280
	8560
	3205
	245913
	100996702
	102723809
	340581
	162466
	54790
	25828
	29781
	64747
	144486
	9495
	8092
	11063
	6339
	91289
	30837
	644538
	23404
	101928118
	3250
	10186
	284366
	55734
	30011
	1678
	84918
	80739
	2035
	55236
	283629
	55299
	65263
	5880
	7326
	57405
	26227
	1801
	127933
	29803
	7727
	10519
	100505591
	101928947
	54964
	170482
	4342
	654231
	25950
	54972
	144715
	4821
	114
	338879
	51092
	5977
	1839
	653067
	653220
	23483
	285672
	1281
	57758
	149041
	55026
	101928496
	101927891
	9545
	124961
	196383
	7596
	55145
	9087
	93594
	100506658
	259294
	105369911
	284958
	503841
	64283
	9597
	3857
	101927586
	57209
	284751
	54460
	100130111
	5705
	84261
	25880
	51528
	57761
	55889
	90362
	26585
	84807
	219484
	340554
	3488
	28984
	139562
	4696
	767846
	80237
	8369
	29914
	441242
	100506937
	100131193
	10207
	1519
	9529
	5106
	64429
	117283
	100506274
	9927
	25949
	56478
	400954
	29085
	2957
	8493
	389257
	101059938
	101059953
	1192
	100129361
	10349
	11012
	9541
	343169
	80230
	11243
	388403
	3904
	29028
	861
	100506403
	51008
	128367
	391190
	127077
	100861516
	256892
	119695
	57144
	79324
	100288966
	255027
	390093
	119764
	4113
	1071
	219428
	10919
	390142
	245935
	219437
	219479
	220213
	219493
	2826
	80304
	219952
	139716
	23380
	100507436
	64919
	8460
	283162
	57508
	79295
	8833
	8022
	64431
	347169
	11044
	85302
	56945
	54925
	256021
	667
	25981
	10527
	8731
	26211
	104326193
	6696
	51643
	388327
	54494
	84181
	100287569
	2175
	105371426
	7205
	54893
	8968
	5905
	327657
	91687
	1513
	378948
	114971
	8345
	219409
	221223
	55638
	10428
	7536
	116135
	8214
	3987
	148327
	3651
	8602
	55359
	9095
	6414
	153579
	9780
	115677
	100652909
	102724659
	140545
	9957
	6462
	5464
	81318
	116511
	27175
	401264
	26696
	619208
	6720
	144195
	260434
	29072
	252954
	9501
	642394
	9746
	101928784
	493829
	50848
	401177
	9557
	1139
	8747
	388125
	11232
	4137
	91147
	101929544
	8537
	8748
	378
	80174
	27033
	653073
	653720
	728498
	126695
	10255
	150709
	104355286
	54897
	126075
	317760
	23304
	7556
	5003
	8907
	105378231
	7204
	52
	3993
	85452
	26496
	100462983
	113000
	147658
	57147
	25886
	119774
	113146
	81629
	3576
	55897
	171177
	10370
	4114
	285148
	692099
	9388
	404734
	64087
	59336
	285973
	55188
	26686
	26151
	586
	245936
	54883
	4891
	105
	347442
	8480
	10411
	6000
	84072
	164380
	389072
	8924
	127829
	672
	10211
	3118
	7102
	5289
	2042
	388381
	3797
	101060684
	643246
	1565
	245910
	57819
	390928
	54878
	150468
	101928327
	220042
	1269
	6829
	22909
	8838
	100128770
	79912
	56683
	9265
	105373876
	4330
	148789
	442186
	100861554
	101928627
	51750
	127247
	28954
	4439
	653641
	63974
	3934
	23373
	6505
	2838
	23310
	653643
	8407
	10912
	253260
	103
	400084
	79036
	80862
	51012
	10102
	337976
	4814
	10658
	84676
	541466
	54551
	116
	63904
	100874145
	23563
	337985
	5653
	10560
	57523
	25774
	643210
	64762
	85364
	55157
	114826
	100288323
	170463
	51475
	8649
	51043
	6293
	138716
	2917
	58496
	8852
	403244
	3456
	80005
	403239
	101927323
	100507392
	4308
	7019
	100132916
	337977
	728568
	83539
	116729
	4478
	3745
	147948
	115653
	337978
	6941
	6923
	101929608
	149018
	1749
	148756
	102723526
	255349
	574414
	4782
	57096
	23244
	103191607
	8522
	353288
	57190
	9200
	124997
	285205
	28956
	388650
	339201
	162540
	23589
	2313
	401466
	2968
	1200
	5579
	23326
	22824
	7566
	8482
	50939
	474343
	284379
	64081
	6590
	255330
	5605
	79745
	283152
	123036
	55806
	3161
	729830
	8153
	7298
	58473
	23080
	8483
	135656
	83661
	7918
	80726
	200298
	56034
	6406
	10525
	493913
	3428
	9472
	574016
	23256
	391
	441519
	441521
	541465
	728911
	101060211
	102723631
	102723680
	102723737
	81050
	84513
	4738
	6663
	6095
	246184
	100302640
	400579
	161753
	127579
	284612
	284252
	5739
	100527963
	9815
	5891
	128239
	9283
	199786
	23567
	857
	122618
	147660
	7141
	64105
	92591
	79849
	6643
	4692
	2819
	11162
	51284
	340286
	100287559
	160364
	51807
	6125
	23028
	348645
	127544
	339479
	79149
	80742
	154743
	401994
	83440
	55743
	6999
	10962
	105369507
	2828
	2247
	124491
	4036
	3785
	84334
	339488
	1114
	9364
	347454
	7184
	389158
	25960
	8224
	148413
	154007
	10559
	84060
	101928600
	646498
	259239
	105372556
	83894
	400120
	651746
	58528
	26576
	4014
	779
	9662
	343702
	102724532
	6236
	1654
	83863
	158062
	211
	54331
	57126
	26574
	102724434
	8139
	25940
	55716
	3162
	340900
	153768
	283953
	2693
	7075
	83716
	6895
	6582
	3910
	8463
	1278
	131474
	100128977
	83592
	22795
	224
	85316
	85317
	115827
	10107
	7621
	8992
	504180
	119587
	153562
	9135
	858
	80820
	25836
	642
	94005
	7709
	9159
	84126
	101927534
	101927342
	101927554
	404266
	402135
	9365
	10787
	2990
	440556
	9172
	124599
	90637
	10562
	3240
	8776
	54676
	10871
	55655
	245937
	3122
	146310
	120071
	6991
	23436
	91452
	100862679
	9698
	7932
	3809
	4846
	101927411
	83547
	134957
	85479
	101926890
	285834
	54832
	114760
	474148
	64641
	57213
	11026
	254827
	9020
	23114
	80031
	7023
	8399
	5493
	51523
	54221
	3565
	400957
	84684
	5965
	9853
	51765
	10011
	7173
	2272
	79019
	81578
	84343
	65018
	55582
	259215
	30835
	645434
	4064
	84951
	104266956
	6117
	26531
	5994
	6439
	11072
	23607
	92154
	3811
	23592
	4758
	196500
	11262
	23705
	389396
	105372267
	994
	151484
	100289656
	23349
	3115
	55691
	222236
	404770
	26586
	58530
	284004
	55706
	51440
	387914
	728310
	2299
	286827
	56920
	100861548
	705
	121214
	6123
	1611
	150992
	121273
	221823
	84872
	1673
	253827
	91646
	55125
	140706
	587
	55620
	79097
	3371
	343052
	57181
	57827
	400043
	8658
	727897
	55848
	392390
	54625
	3101
	79621
	401251
	3080
	435
	80350
	5810
	23295
	89927
	1014
	1650
	9921
	79447
	100038246
	28958
	8438
	3195
	24147
	733
	57162
	55824
	51661
	8608
	2824
	7441
	10956
	10282
	996
	54941
	54841
	285629
	100861412
	391356
	101928504
	100507661
	390664
	2324
	1233
	8970
	257044
	140875
	23302
	339166
	23411
	10569
	647042
	54
	79087
	23059
	79070
	2152
	10471
	526
	25788
	117144
	8969
	645811
	81892
	4929
	200030
	1808
	79754
	442194
	11151
	5459
	361
	503569
	202333
	4294
	7644
	2876
	374860
	2297
	101927058
	1394
	105755953
	162681
	1143
	29087
	6667
	100874096
	55720
	54439
	114800
	10810
	79905
	11214
	23396
	441518
	79071
	283796
	130026
	56882
	400804
	84333
	54469
	7078
	100191040
	285971
	7539
	7124
	58472
	100996286
	9101
	101927350
	29802
	142684
	91782
	440295
	80208
	149281
	29785
	10609
	29951
	8672
	81696
	9665
	81797
	55814
	4150
	5926
	5222
	8379
	8720
	54978
	116150
	2627
	402665
	998
	51172
	343263
	22919
	6286
	23240
	84229
	51305
	84735
	101930748
	3109
	56965
	503834
	5829
	23143
	1129
	644943
	23117
	440345
	11318
	442524
	102723604
	348180
	10677
	51764
	2703
	3078
	245915
	3592
	201232
	54072
hsa-mir-28	407020
	9630
	133923
	222068
	728450
	26279
hsa-mir-3144	100422951
hsa-mir-4699	100616133
	30001
hsa-mir-4729	100616204
	100873756
	101929538
	102724163
	5982
hsa-mir-335	442904
	11021
hsa-mir-3920	100500823
	574040
	140862
	100873754
	6876
	25921
	55112
	6223
	85437
	10326
	11064
	6776
	567
	10634
	727832
	57662
	102724392
	200879
	11331
	648791
	100128071
	4627
	5784
	101929897
	2332
	11052
	5370
	162282
	8314
	646627
	65266
	100129480
	54951
	55659
	64328
	5047
	221391
	414332
	4598
	7099
	8416
	284307
	3188
	374882
	150221
	11228
	2739
	284194
	3001
	100874325
	220963
	1742
	10665
	6402
	1350
	54927
	226
	200504
	285154
	390999
	26707
	80851
	440594
	55901
	389813
	51318
	2967
	63922
	101927829
	7122
	147
	10000
	135924
	120787
	116154
	285441
	22916
	285636
	10218
	9110
	1017
	79572
	2717
	5698
	7332
	11273
	865
	4543
	100132979
	10112
	285753
	100505893
	4922
	80143
	122402
	57834
	84830
	5456
	10051
	29960
	118980
	151477
	2160
	23469
	5435
	10468
	445
	1407
	401164
	23406
	100128788
	10149
	171023
	109
	285704
	4883
	160298
	9867
	80184
	9329
	440348
	102724684
	605
	114932
	154313
	83452
	7161
	491
	5940
	83998
	256394
	54535
	1012
	26009
	27106
	4548
	346517
	10316
	4624
	201294
	9152
	3965
	92342
	10253
	151649
	84515
	6935
	3105
	63977
	55738
	100129434
	161725
	54557
	128821
	2494
	5868
	2762
	382
	643394
	5327
	92106
	1302
	8074
	51389
	9653
	100129482
	6015
	100506388
	79695
	101929058
	200958
	23283
	83787
	101929602
	100128714
	284443
	5199
	144817
	146395
	5753
	2030
	338069
	170622
	7030
	441058
	23524
	5434
	9373
	58511
	10795
	346562
	63910
	80725
	113179
	157
	9616
	55175
	81620
	5592
	57085
	6627
	6355
	113622
	8816
	7433
	6746
	10308
	6167
	84106
	2624
	286451
	170959
	57486
	286343
	339175
	268
	105616916
	201475
	55066
	65121
	400736
	1836
	101928471
	632
	8650
	101928143
	51058
	5108
	79575
	157724
	93654
	100874531
	51626
	58517
	4607
	375484
	4254
	4924
	84960
	7306
	6357
	338817
	25989
	1327
	9727
	56919
	5371
	55223
	11096
	84645
	4760
	23286
	23312
	56913
	57188
	114791
	731157
	55336
	64979
	196528
	284428
	6938
	57101
	10417
	51548
	64211
	140767
	6170
	225689
	441873
	80222
	205428
	105369509
	6871
	1803
	101927528
	116238
	84651
	83729
	389643
	51311
	79632
	353322
	114787
	5028
	54935
	3741
	11116
	101928079
	27340
	922
	440563
	3792
	57176
	81025
	55005
	5706
	10870
	653121
	4771
	79192
	5526
	84833
	100859921
	23140
	2686
	1674
	105378663
	4050
	349152
	85403
	3189
	7574
	8533
	84140
	27164
	7477
	55325
	11119
	90417
	25859
	51614
	124359
	100873935
	2896
	55337
	3676
	84867
	80216
	101927151
	9208
	1993
	54825
	55788
	2134
	26051
	148189
	124641
	91057
	128
	54933
	90233
	117194
	955
	63917
	653656
	25853
	11169
	154661
	100506907
	940
	79891
	137872
	197135
	101929709
	343068
	51135
	158056
	339487
	885
	84938
	253559
	79675
	163183
	104326189
	2619
	729420
	83541
	100506834
	79132
	7399
	79833
	7531
	54465
	2483
	57178
	5378
	170954
	54665
	1440
	51604
	5685
	374569
	390535
	729786
	2825
	65993
	64135
	474354
	55183
	100874056
	283358
	2622
	101927396
	56650
	22866
	7425
	23451
	64089
	54765
	9223
	153218
	1303
	54206
	81537
	1616
	60680
	151636
	6866
	22993
	51575
	102546294
	130560
	139422
	8697
	23564
	7798
	5887
	80314
	3459
	158
	57153
	101929265
	100506412
	101930171
	105369241
	55809
	55009
	160728
	84706
	6988
	26468
	25927
	3241
	27296
	100132074
	79794
	222553
	1041
	349160
	128822
	941
	8717
	2039
	2948
	80381
	79145
	170679
	338440
	267020
	1025
	84263
	10844
	83473
	84221
	56851
	207
	3081
	23586
	81890
	51300
	65008
	286826
	2251
	10489
	93653
	9584
	105372672
	27198
	26520
	100133319
	84146
	115701
	6147
	342574
	100505687
	100861552
	114614
	51251
	2099
	8894
	64321
	9843
	100874085
	124871
	51065
	1579
	55732
	201516
	400680
	132160
	1001
	6877
	111
	5030
	339448
	101669764
	90525
	261726
	10162
	647135
	2695
	257068
	140801
	392391
	80207
	105370400
	101929551
	3148
	152189
	10520
	2832
	121457
	9123
	10877
	5694
	6786
	79154
	26136
	4700
	163223
	57223
	10885
	1843
	116092
	140901
	6342
	55330
	400236
	79894
	51676
	504189
	283314
	29018
	219417
	504190
	80205
	2595
	100505696
	23461
	122953
	283537
	376412
	170680
	2938
	80173
	115948
	79852
	9871
	147746
	101929584
	100132169
	5576
	200162
	140625
	105370616
	4833
	55693
	51540
	9019
	91419
	55147
	6314
	79648
	27097
	11143
	6173
	653319
	84311
	170712
	90678
	7710
	10916
	7226
	101927620
	401082
	101929565
	7693
	6683
	373
	9467
	5678
	6526
	643837
	105372290
	390245
	79016
	100507050
	5027
	146853
	387
	55247
	317749
	348327
	116844
	8449
	51296
	23170
	84190
	100132963
	101927419
	51279
	2889
	2785
	7764
	27328
	83259
	2515
	6897
	163115
	54993
	284309
	162461
	10673
	55206
	27159
	4637
	90550
	10929
	10660
	128209
	23052
	55500
	79786
	64651
	81789
	6405
	100129138
	23523
	27335
	170589
	9724
	84553
	219770
	84312
	10537
	6523
	7109
	22835
	100507347
	440138
	256710
	139728
	387990
	85014
	4340
	101928460
	146434
	11083
	140461
	22837
	79096
	3039
	5618
	101929288
	10423
	25780
	126526
	7318
	440590
	3646
	64130
	2877
	57136
	339145
	84941
	105379194
	8991
	81854
	54453
	6891
	1006
	65059
	9136
	30968
	387266
	117579
	79854
	100131439
	11221
	100132341
	79841
	51412
	6092
	121260
	3299
	4948
	23620
	27124
	116064
	129790
	433
	5729
	23527
	197358
	2775
	100287225
	220359
	26747
	283579
	144360
	165679
	26292
	27235
	199675
	9880
	387264
	374395
	400735
	440021
	387103
	57719
	338651
	728734
	100507607
	3476
	83667
	57563
	84678
	64121
	221302
	4316
	55425
	387267
	440248
	101243545
	3860
	147323
	64410
	54511
	100506495
	338917
	643226
	118856
	9961
	1058
	158405
	1132
	94235
	90141
	22938
	100134869
	126248
	1130
	23511
	8631
	221458
	28965
	5715
	5801
	2200
	728279
	4101
	266740
	138240
	116115
	641311
	25953
	285
	28957
	8933
	55861
	114036
	3977
	4753
	79751
	4010
	124221
	4704
	64098
	11166
	100507533
	2906
	7050
	147495
	79803
	7718
	80724
	400548
	11202
	4482
	101409254
	286256
	84948
	339524
	913
	125336
	340357
	26
	54985
	284207
	102724889
	252949
	474151
	474152
	100506125
	90102
	80028
	84504
	100507495
	10935
	10629
	80152
	3936
	101928139
	124220
	2009
	105377213
	26063
	51649
	7447
	127391
	60484
	100286844
	23761
	163882
	219348
	144233
	118427
	54752
	4837
	27091
	66005
	7450
	105377390
	730668
	26258
	64433
	55902
	147645
	8861
	23108
	100507528
	9542
	7704
	57695
	101929701
	4720
	10276
	56853
	26071
	92283
	51557
	80864
	10615
	8273
	9466
	116379
	55351
	64582
	84709
	79939
	342
	6480
	93100
	6049
	6482
	7185
	5537
	3980
	729665
	56052
	9919
	64446
	57620
	55795
	10105
	51127
	729987
	414778
	145581
	54407
	148423
	8622
	84517
	199692
	497190
	3739
	344805
	9332
	29904
	101930123
	6507
	684
	92211
	339260
	440416
	105369205
	64327
	440503
	4608
	79415
	55699
	27
	149998
	9482
	653808
	8470
	169270
	552859
	90249
	4171
	81031
	649330
	27156
	387712
	27111
	150684
	81552
	284086
	91039
	112849
	55718
	101060521
	9219
	5373
	4795
	5978
	5048
	2145
	51230
	56997
	9138
	100505585
	10465
	113091
	79628
	27334
	51592
	57701
	1850
	9997
	4673
	3563
	344167
	100505583
	347148
	56916
	3034
	11131
	84693
	83758
	9789
	440836
	100130015
	9786
	9842
	1641
	819
	124808
	11070
	80012
	8775
	339059
	10533
	58538
	2812
	84267
	145553
	84560
	101928476
	126003
	125965
	29080
	117245
	7732
	10938
	51280
	6629
	9865
	573
	53981
	1958
	128646
	440757
	2806
	3694
	100505984
	100129842
	441150
	254048
	79837
	8975
	79412
	64968
	276
	4258
	391475
	150248
	26045
	645359
	6730
	8521
	136541
	100507679
	163259
	388946
	101805491
	130951
	401577
	100134444
	27005
	80155
	284071
	317648
	9778
	140710
	7760
	155400
	260294
	55763
	151295
	29893
	284486
	22982
	51209
	51617
	27255
	163255
	400746
	6660
	6855
	29969
	8531
	92714
	344561
	57698
	54982
	339366
	552853
	171558
	1404
	101927845
	79007
	10563
	102724933
	23029
	692207
	132001
	5609
	100188949
	60467
	3090
	4218
	79006
	105374250
	7038
	387119
	54456
	715
	100506710
	5144
	102723833
	3727
	283948
	101927464
	387718
	374819
	474170
	100507003
	139324
	56949
	6801
	101928376
	9447
	83756
	60385
	5650
	221895
	102724917
	102725254
	9411
	7317
	23415
	4293
	147965
	4698
	119765
	401134
	645455
	1820
	81832
	3804
	9091
	117581
	170690
	2280
	64769
	388558
	79092
	51059
	8916
	101929134
	58155
	523
	11075
	84929
	100192379
	105372918
	26526
	1045
	11224
	3713
	23047
	125228
	79148
	129868
	653192
	158511
	2243
	51309
	51146
	10637
	105371807
	7177
	84636
	11043
	10157
	344
	9507
	58157
	144402
	84898
	25787
	826
	401474
	4320
	401992
	26220
	65244
	2153
	55631
	346
	100505746
	7163
	199777
	26038
	3384
	3712
	29920
	646576
	1235
	11031
	80179
	10741
	101927111
	101928597
	100169752
	55762
	6133
	4678
	25943
	168620
	65122
	83693
	1146
	9755
	728606
	102191832
	50940
	708
	137886
	219731
	843
	375616
	286527
	2694
	22794
	8996
	132332
	400002
	9883
	646625
	100190949
	644246
	9453
	125111
	254427
	56254
	51123
	27092
	100132247
	126272
	55679
	5301
	5695
	9696
	55294
	1891
	27154
	2771
	154288
	57336
	56952
	388324
	868
	10328
	4149
	4112
	10575
	100874127
	503519
	400123
	65124
	55200
	114294
	56245
	2186
	7432
	153830
	83876
	200403
	90231
	102724984
	392465
	104355139
	29789
	5446
	574028
	10595
	390113
	1460
	25851
	840
	282808
	11311
	84440
	11285
	3621
	147011
	4221
	100131244
	400916
	92565
	100130733
	1181
	153364
	342979
	102
	4172
	26503
	716
	59271
	9825
	51596
	92421
	729092
	164153
	2620
	80023
	728116
	201853
	27098
	65990
	101927926
	5909
	4852
	101927948
	154865
	343173
	90693
	23513
	246176
	6352
	199221
	729627
	51633
	100507605
	4115
	55534
	7329
	151050
	137362
	23096
	23197
	79064
	6754
	27292
	51208
	58493
	30818
	6499
	100359394
	83666
	256148
	2109
	133746
	128025
	79607
	5176
	1469
	252884
	23357
	54979
	90956
	10622
	101926904
	51276
	6326
	9322
	10806
	9031
	54830
	7917
	579
	100506603
	10902
	7056
	80067
	101928227
	284835
	720
	101929741
	286114
	402635
	90987
	256144
	653505
	25924
	51363
	5644
	101928335
	103689917
	3717
	214
	102467222
	4725
	146857
	57094
	93978
	729096
	143282
	100130148
	7474
	6690
	27290
	6305
	284418
	26189
	951
	401993
	246744
	105376671
	101928858
	727905
	79667
	1213
	6348
	79933
	439915
	408
	23732
	51301
	8325
	9276
	143471
	7529
	4998
	22903
	22818
	9914
	100874038
	104326191
	55366
	100874037
	7337
	80133
	155382
	100506542
	155061
	2914
	126868
	1007
	8659
	1022
	56659
	552860
	2189
	51588
	4485
	137735
	57545
	341799
	166012
	340481
	401551
	441520
	200772
	100874058
	89978
	100996351
	9024
	1499
	3964
	2769
	100287015
	89894
	343069
	64399
	57403
	338339
	4733
	54797
	4927
	1939
	136051
	1352
	440561
	5243
	84309
	390066
	11065
	10199
	93164
	619343
	9525
	375607
	2893
	26524
	100874195
	728395
	5425
	326625
	101927081
	84626
	83871
	401442
	157697
	347688
	414760
	105376554
	55014
	5971
	83639
	6248
	654254
	100507537
	64112
	100874196
	148109
	79172
	3046
	100127955
	84305
	221545
	5365
	84301
	85026
	201562
	9185
	57658
	190
	51103
	222487
	79722
	100874216
	1632
	100507466
	89839
	100288637
	79750
	101927215
	53840
	5445
	100874364
	51317
	6887
	9325
	4072
	57585
	22846
	22984
	26130
	730755
	3223
	101927641
	23293
	25818
	25864
	144406
	8242
	283
	84331
	100287175
	55203
	4717
	10106
	3037
	6666
	647174
	373863
	3300
	84775
	2821
	7940
	100126270
	133383
	3689
	8786
	65009
	100874363
	100287226
	103581031
	101926944
	79840
	100874221
	51029
	58505
	64946
	101929238
	3763
	23654
	3093
	1112
	8706
	3221
	5471
	60495
	125875
	391267
	101928402
	2329
	100124412
	81623
	100873937
	257240
	5152
	390539
	64924
	100130386
	50834
	60506
	84443
	727699
	105376946
	8705
	23438
	400359
	130013
	116832
	92340
	114757
	10181
	266812
	84992
	285692
	100996939
	8021
	81579
	84752
	101410540
	101927347
	3758
	25865
	6038
	9063
	85294
	100507433
	283254
	4779
	9382
	166378
	50700
	6238
	6945
	90196
	23200
	2181
	10451
	6542
	3762
	3157
	5004
	55277
	3697
	1967
	101929295
	5129
	8294
	91860
	729422
	729428
	91851
	100873962
	219833
	51274
	10114
	175
	27147
	55974
	6645
	116441
	152992
	148581
	55859
	6880
	102157402
	143686
	138429
	8578
	100132386
	146330
	54876
	64922
	728224
	442444
	9966
	131601
	53940
	101929011
	100132476
	100996750
	81624
	113878
	152065
	5912
	80863
	100507547
	158572
	81565
	63970
	100131378
	57476
	7172
	26470
	53336
	1855
	58478
	104472717
	100874122
	102723471
	55421
	29855
	79897
	440300
	124995
	8811
	100130889
	4605
	84912
	101927621
	152138
	161247
	390927
	8554
	7982
	93655
	414328
	101929607
	84811
	64377
	9705
	440603
	3849
	554282
	57798
	9788
	1244
	388906
	1956
	127281
	84892
	113230
	221035
	6942
	171392
	257177
	80055
	201255
	101928557
	100505967
	2978
	415116
	503614
	8807
	79921
	101928401
	10991
	390443
	124401
	100289211
	311
	8529
	83593
	57506
	6391
	26494
	167153
	25803
	219865
	3199
	3589
	120066
	7582
	85236
	6635
	80262
	162073
	84836
	57001
	140850
	114821
	80831
	221037
	114761
	474149
	474150
	4487
	101929351
	55723
	653333
	5005
	27245
	79875
	283738
	78999
	6403
	6659
	105374847
	5257
	6324
	30816
	467
	64858
	26512
	55536
	7866
	2267
	9228
	26272
	55151
	283521
	10939
	3119
	6294
	105447648
	54956
	2743
	9892
	966
	23082
	2073
	100506413
	643866
	10801
	51232
	7011
	126823
	79017
	22918
	101927988
	64388
	8887
	92235
	84661
	6331
	653240
	79758
	5091
	9473
	219681
	1952
	4093
	163778
	135228
	3822
	7869
	84532
	100130935
	8559
	51063
	905
	4111
	10223
	83478
	11062
	9162
	9562
	65991
	5252
	768206
	64129
	197370
	6698
	283159
	100131608
	375298
	283160
	11330
	219654
	3671
	113115
	6678
	374659
	125150
	101928656
	102724719
	60482
	10389
	55644
	285501
	23042
	102724985
	51760
	339123
	124842
	1544
	553115
	23294
	139135
	219557
	142686
	23116
	26539
	108
	8600
	669
	143888
	9154
	9419
	7276
	119504
	145282
	3932
	101928601
	6434
	23212
	54059
	83737
	84520
	646982
	174
	5350
	100132399
	1557
	1954
	7168
	55837
	51561
	338322
	284433
	100130849
	474382
	200576
	10999
	3191
	84989
	253018
	5626
	90024
	124222
	102724551
	11011
	102467655
	100505964
	54802
	120863
	26716
	102723701
	8654
	91409
	2157
	127018
	165904
	85235
	84824
	54866
	254778
	2330
	284992
	64359
	3222
	51026
	786
	3224
	23090
	200261
	84236
	11149
	23160
	374875
	100129583
	10890
	26595
	56658
	202658
	1535
	25963
	8310
	282966
	1307
	283093
	101928441
	8831
	55775
	5530
	83638
	64601
	101929771
	54495
	83538
	1412
	3551
	343071
	390271
	112597
	541471
	203286
	10136
	5236
	9762
	100507435
	55898
	100506406
	101926940
	146167
	100861544
	202459
	1524
	2869
	100861540
	266
	8178
	164832
	317716
	55690
	155
	150274
	51326
	100294341
	100506084
	100996709
	164284
	6650
	100506691
	269
	10382
	1687
	102467077
	105369364
	101928940
	101929374
	3117
	101928298
	54838
	286094
	699
	54813
	83755
	56948
	26112
	762
	256714
	8803
	219578
	54870
	1161
	126295
	5469
	84881
	7090
	613212
	10767
	440944
	84818
	23327
	2318
	5763
	284047
	94121
	2327
	113201
	252969
	8347
	100507463
	54529
	5756
	728741
	220047
	284129
	4818
	115727
	252955
	100101121
	8364
	100133301
	9870
	26060
	3010
	101060146
	8352
	2672
	3658
	4659
	25837
	441871
	55745
	440356
	8837
	140290
	400612
	80834
	2444
	3883
	1562
	126917
	4105
	60560
	54807
	51637
	64854
	8334
	9943
	57509
	100874237
	3916
	3018
	55784
	79780
	100134713
	4504
	3821
	100631383
	388574
	646658
	84153
	161835
	389090
	64208
	79828
	100505681
	101929983
	253635
	374973
	23247
	7140
	245939
	65109
	2560
	4726
	57721
	79414
	5191
	114827
	5429
	85409
	11006
	23542
	4345
	79730
	59340
	55148
	3913
	11160
	2931
	51438
	100130449
	101928550
	166968
	91695
	2132
	55572
	101926975
	5529
	10905
	441525
	2760
	101927501
	27294
	100506172
	6495
	7134
	50852
	84332
	57546
	105375014
	55105
	643596
	100505879
	23317
	8263
	100527978
	51744
	84914
	100133036
	9313
	63940
	79660
	2187
	55201
	54680
	11270
	11035
	2017
	79818
	100506142
	4916
	55556
	286042
	121441
	4224
	729597
	100293516
	1039
	101060399
	5478
	2077
	100507540
	378832
	100507062
	3742
	154075
	138065
	8140
	54862
	10959
	10266
	163126
	652995
	101929549
	101928295
	90293
	55799
	118430
	50854
	55138
	729759
	5281
	731275
	647286
	2261
	11245
	5216
	64232
	728833
	729533
	10566
	729307
	2817
	3139
	11124
	169966
