"mirtarbase","wptargets"
"mmu-miR-30c-5p","WP113, WP1254, WP1261, WP1270, WP1396, WP1763, WP2067, WP2074, WP2087, WP265, WP2841, WP2902, WP339, WP3638, WP3663, WP41, WP413, WP441, WP488, WP493, WP512, WP523, WP572, WP79, WP85"
"mmu-miR-30d-5p","WP2432, WP2910, WP493, WP65"
"mmu-miR-30e-5p","WP1560, WP2573, WP265, WP295, WP339, WP3857, WP539, WP723"
"mmu-miR-31-5p","WP1270, WP1560, WP1763, WP201, WP2067, WP2292, WP232, WP2432, WP2841, WP298, WP339, WP350, WP3626, WP3632, WP3663, WP37, WP3857, WP403, WP447, WP454, WP488, WP493, WP523, WP539, WP572, WP6, WP723, WP85, WP88"
"mmu-miR-320-3p","WP1270, WP1763, WP2087, WP2432, WP2910, WP3632, WP373, WP385, WP413, WP441, WP447, WP450"
"mmu-miR-323-3p","WP1763"
"mmu-miR-324-5p","WP116, WP1396, WP1763, WP41"
"mmu-miR-325-3p","WP2140, WP2141"
"mmu-miR-326-3p","WP116, WP1396, WP1763, WP2074, WP41, WP450"
"mmu-miR-328-3p","WP2075"
"mmu-miR-329-3p","WP447"
"mmu-miR-33-3p","WP1, WP2432, WP431, WP662"
"mmu-miR-33-5p","WP1, WP2292, WP2432, WP273, WP3632, WP431, WP447"
"mmu-miR-330-5p","WP1496, WP2292, WP298, WP350, WP373, WP493, WP523, WP572, WP6, WP85"
"mmu-miR-335-3p","WP1983"
"mmu-miR-335-5p","WP2087, WP2432, WP297, WP387, WP413, WP447, WP512, WP571"
"mmu-miR-338-3p","WP113, WP1270, WP1560, WP2074, WP2841, WP339, WP3663, WP523, WP539"
"mmu-miR-339-3p","WP1396, WP189, WP234, WP41"
"mmu-miR-339-5p","WP1763, WP2075"
"mmu-miR-340-5p","WP193, WP2841, WP488, WP85"
"mmu-miR-342-5p","WP10, WP1244, WP1249, WP1254, WP1270, WP151, WP1560, WP1763, WP2292, WP246, WP2573, WP265, WP2841, WP297, WP339, WP3675, WP37, WP373, WP387, WP407, WP450, WP488, WP493, WP539, WP57, WP572, WP578, WP6, WP65, WP85"
"mmu-miR-344-3p","WP1261, WP151, WP1560, WP1763, WP2074, WP2075, WP2292, WP246, WP265, WP2841, WP297, WP317, WP339, WP373, WP387, WP403, WP539, WP65, WP723, WP85"
"mmu-miR-346-3p","WP1254, WP1270, WP1560, WP2841, WP2902, WP3632, WP3675, WP447, WP512, WP85"
"mmu-miR-346-5p","WP273, WP447"
"mmu-miR-3473a","WP1763, WP193, WP2841, WP2902, WP339, WP3675, WP65, WP85"
"mmu-miR-34a-3p","WP151, WP2292, WP2841, WP297, WP387, WP450, WP65"
"mmu-miR-34a-5p","WP116, WP1244, WP1254, WP1496, WP1763, WP201, WP2067, WP2074, WP2084, WP2087, WP2432, WP2573, WP265, WP2841, WP2852, WP29, WP2902, WP2910, WP3626, WP3663, WP373, WP385, WP3855, WP3979, WP403, WP413, WP450, WP523, WP539, WP571, WP6, WP723, WP85"
"mmu-miR-34b-3p","WP157, WP662"
"mmu-miR-34b-5p","WP193, WP2087, WP2573, WP265, WP2841, WP2902, WP2910, WP373, WP413, WP488, WP523, WP6, WP85"
"mmu-miR-34c-5p","WP1763, WP201, WP2067, WP2074, WP2573, WP265, WP2852, WP29, WP2910, WP3663, WP373, WP385, WP523, WP572, WP6, WP65, WP85"
"mmu-miR-351-5p","WP113, WP1243, WP1254, WP1266, WP1496, WP1560, WP1596, WP2075, WP222, WP2432, WP246, WP29, WP3632, WP3675, WP413, WP441, WP447, WP493, WP571"
"mmu-miR-363-3p","WP1763, WP2067, WP608"
"mmu-miR-365-3p","WP1266"
"mmu-miR-367-3p","WP37, WP88"
"mmu-miR-370-3p","WP113, WP1763, WP1770, WP2067, WP339, WP435, WP512, WP730"
"mmu-miR-374b-5p","WP512, WP544"
"mmu-miR-375-3p","WP1249, WP1253, WP151, WP2292, WP265, WP2841, WP2904, WP310, WP3675, WP373, WP387, WP407, WP434, WP450, WP572, WP578, WP683"
"mmu-miR-376a-3p","WP1257, WP1496, WP150, WP2573, WP413"
"mmu-miR-376b-3p","WP10, WP113, WP1249, WP1498, WP151, WP1560, WP1763, WP193, WP2292, WP246, WP265, WP297, WP339, WP373, WP387, WP407, WP447, WP450, WP572, WP578"
"mmu-miR-378a-3p","WP10, WP1243, WP1244, WP1246, WP1249, WP1261, WP1263, WP151, WP1560, WP1763, WP193, WP2067, WP2075, WP2292, WP2432, WP251, WP265, WP2841, WP297, WP339, WP37, WP373, WP387, WP407, WP450, WP493, WP523, WP539, WP57, WP572, WP6, WP65, WP85"
"mmu-miR-381-3p","WP2432, WP2910, WP493"
"mmu-miR-382-3p","WP2432, WP662"
"mmu-miR-384-3p","WP1244, WP2074"
"mmu-miR-410-5p","WP1266, WP1596, WP222, WP2432, WP3632, WP385, WP387, WP447"
"mmu-miR-421-5p","WP3638"
"mmu-miR-423-3p","WP295"
"mmu-miR-429-3p","WP113, WP1244, WP1254, WP1496, WP202, WP373, WP3855, WP450, WP571, WP85"
"mmu-miR-434-3p","WP113, WP151, WP1560, WP1763, WP201, WP2067, WP2074, WP2432, WP2573, WP307, WP339, WP3857, WP403, WP447, WP512, WP539, WP723"
"mmu-miR-448-3p","WP2292, WP3626"
"mmu-miR-449a-3p","WP157, WP662"
"mmu-miR-449a-5p","WP113, WP1244, WP1254, WP1261, WP1496, WP1763, WP2087, WP2432, WP265, WP2902, WP339, WP350, WP373, WP3855, WP3979, WP403, WP413, WP450, WP493, WP539, WP571, WP572, WP723, WP85"
"mmu-miR-450b-5p","WP310"
"mmu-miR-451a","WP1253, WP1254, WP1261, WP1270, WP151, WP1763, WP2432, WP246, WP2841, WP339, WP350, WP373, WP385, WP3979, WP403, WP413, WP488, WP493, WP553, WP572, WP65, WP683, WP723"
"mmu-miR-455-3p","WP113, WP1270, WP539"
"mmu-miR-455-5p","WP553"
"mmu-miR-466a-3p","WP403, WP723"
"mmu-miR-466d-3p","WP403, WP723"
"mmu-miR-466l-3p","WP1266, WP222, WP2841, WP450"
"mmu-miR-467a-5p","WP1254, WP151, WP2087, WP2902, WP297, WP373"
"mmu-miR-467b-5p","WP1, WP1259, WP1269, WP2075, WP2316, WP386, WP447"
"mmu-miR-467g","WP113, WP1270, WP539"
"mmu-miR-468-3p","WP1254, WP1763"
"mmu-miR-470-5p","WP1763, WP723"
"mmu-miR-483-5p","WP10, WP1253, WP373, WP387, WP447, WP450, WP572, WP578, WP65"
"mmu-miR-486a-5p","WP1763, WP193, WP2074, WP2841, WP2872, WP2902, WP297, WP339, WP3675, WP373, WP387, WP447, WP572, WP65, WP85"
"mmu-miR-489-3p","WP37, WP88"
"mmu-miR-490-3p","WP1763, WP723"
"mmu-miR-491-5p","WP1763, WP2087, WP2432, WP273, WP2902, WP297, WP413"
"mmu-miR-494-3p","WP1254, WP1270, WP1560, WP1763, WP193, WP2074, WP2292, WP2841, WP2902, WP298, WP339, WP3632, WP3663, WP3675, WP447, WP512, WP523, WP6, WP65, WP85"
"mmu-miR-495-3p","WP1763, WP1770, WP2432, WP2910, WP435, WP493, WP730"
"mmu-miR-497a-5p","WP1244, WP1254, WP1496, WP2087, WP273, WP2902, WP297, WP3632, WP3638, WP373, WP3855, WP3979, WP403, WP413, WP450, WP512, WP571, WP723, WP85"
"mmu-miR-499-5p","WP1263, WP1270, WP1396, WP1560, WP1763, WP193, WP202, WP2067, WP2075, WP2140, WP2141, WP232, WP2432, WP2841, WP2902, WP339, WP3675, WP3857, WP3864, WP403, WP493, WP512, WP539, WP65, WP723, WP85"
"mmu-miR-503-5p","WP1244, WP1254, WP1270, WP1496, WP2067, WP339, WP373, WP3855, WP450, WP571, WP85"
"mmu-miR-504-5p","WP2872, WP407, WP447, WP572, WP65"
"mmu-miR-505-3p","WP310"
"mmu-miR-511-3p","WP1560, WP1763, WP2292, WP2432, WP298, WP523, WP6, WP85"
"mmu-miR-511-5p","WP1254, WP166, WP2075, WP246, WP3675, WP458"
"mmu-miR-615-5p","WP116, WP1254, WP1270, WP1763, WP2074, WP2432, WP251, WP2902, WP2910, WP413"
"mmu-miR-666-5p","WP113"
"mmu-miR-669b-5p","WP2432, WP662"
"mmu-miR-676-3p","WP2432, WP662"
"mmu-miR-680","WP113, WP151, WP1560, WP1763, WP201, WP2067, WP2074, WP2432, WP2573, WP339, WP3857, WP403, WP447, WP512, WP539, WP723"
"mmu-miR-687","WP1763, WP193, WP2841, WP2902, WP339, WP3675, WP65, WP85"
"mmu-miR-690","WP113, WP151, WP1560, WP1763, WP201, WP2067, WP2074, WP2432, WP2573, WP339, WP3857, WP403, WP447, WP512, WP539, WP723"
"mmu-miR-696","WP1263, WP1266, WP2084, WP2841, WP310, WP3675, WP447"
"mmu-miR-709","WP10, WP108, WP113, WP1244, WP1249, WP1254, WP1261, WP1270, WP1498, WP151, WP1560, WP1763, WP193, WP2074, WP2075, WP2292, WP2432, WP246, WP251, WP2573, WP265, WP2841, WP2872, WP297, WP317, WP339, WP350, WP3663, WP3675, WP37, WP373, WP385, WP387, WP3979, WP403, WP407, WP413, WP447, WP450, WP488, WP493, WP539, WP57, WP571, WP572, WP578, WP6, WP65, WP723, WP85"
"mmu-miR-743a-3p","WP157, WP434, WP662"
"mmu-miR-7578","WP2432, WP273, WP65"
"mmu-miR-764-3p","WP273, WP509, WP539"
"mmu-miR-7a-1-3p","WP151, WP1560, WP2075, WP2140, WP2141, WP2292, WP232, WP3638, WP373, WP385, WP403, WP407, WP493, WP539, WP553, WP572, WP65, WP723"
"mmu-miR-7a-2-3p","WP151, WP1560, WP2075, WP2140, WP2141, WP2292, WP232, WP3638, WP373, WP385, WP403, WP407, WP493, WP539, WP553, WP572, WP65, WP723"
"mmu-miR-7a-5p","WP108, WP1244, WP1254, WP1261, WP1263, WP1266, WP1763, WP193, WP202, WP2292, WP246, WP2573, WP2841, WP2872, WP2910, WP298, WP307, WP310, WP350, WP3675, WP373, WP385, WP387, WP412, WP447, WP450, WP488, WP523, WP571, WP572, WP6, WP65, WP85"
"mmu-miR-7b-5p","WP108, WP113, WP1244, WP1763, WP193, WP2140, WP2141, WP2432, WP2872, WP2910, WP339, WP3632, WP385, WP387, WP412, WP493, WP572, WP65"
"mmu-miR-873a-5p","WP246"
"mmu-miR-877-3p","WP113, WP1763, WP339, WP3632, WP3673"
"mmu-miR-883a-5p","WP523"
"mmu-miR-9-5p","WP1266, WP151, WP1763, WP201, WP2074, WP2084, WP2292, WP265, WP2841, WP2852, WP29, WP297, WP387, WP450, WP493, WP512, WP65"
"mmu-miR-92a-2-5p","WP1254, WP166, WP2075, WP246, WP3675, WP458"
"mmu-miR-92a-3p","WP1254, WP1496, WP1560, WP1763, WP251, WP2910, WP350, WP387, WP493, WP571, WP65"
"mmu-miR-93-5p","WP10, WP108, WP113, WP1245, WP1249, WP1270, WP1498, WP151, WP1560, WP1763, WP193, WP202, WP2067, WP2292, WP265, WP2841, WP297, WP339, WP3632, WP37, WP373, WP3864, WP387, WP407, WP447, WP450, WP512, WP572, WP578, WP85"
"mmu-miR-96-3p","WP1763, WP2841, WP2872, WP447, WP523, WP578, WP65"
"mmu-miR-96-5p","WP1251, WP1262, WP1264, WP2841"
"mmu-miR-98-5p","WP113, WP1266, WP1498, WP1596, WP1763, WP2074, WP222, WP2432, WP339, WP3632, WP385, WP3857, WP387, WP403, WP441, WP447, WP493, WP539, WP723"
"mmu-miR-99a-5p","WP1763"
"mmu-miR-99b-5p","WP1261, WP1560, WP1763, WP2084, WP2841, WP339, WP3675, WP3855, WP450, WP488, WP65"
