"mirtarbase","hits"
"mmu-miR-466p-5p","211488, 16880, 16002, 16002, 72154, 213053, 213053, 213053, 54354, 18105, 18010, 228607, 15557, 23894, 207798, 268709, 268709, 268709, 12495, 226139, 226139, 72978, 72978, 11435, 215928, 23796, 234135, 234135, 320538, 319236, 327766, 621976, 67155, 20474, 24050, 67792, 226525, 114713, 227800, 18753, 56711, 109785, 225631, 67144, 245671, 15194, 14696, 14696, 328232, 212943, 13665, 13497, 216613, 
56386, 72993, 56697, 22688, 70560, 378431, 224617, 74051, 19879, 19879, 19879, 19879, 235504, 66641, 66641, 66641, 19279, 244238, 72656, 433956, 433956, 103140, 14583, 218476, 385658, 330286, 330286, 330286, 330286, 228846, 93673, 12572, 12487, 57781, 72278, 12370, 12370, 54447, 75541, 100515, 24136, 75089, 14605, 245572, 110876, 72999, 72999, 319594, 94253, 213054, 192657, 80797, 67488, 319924, 
57315, 233405, 233405, 21337, 72195, 27371, 30049, 19726, 215653, 106338, 17087, 16182, 396184, 54156, 12622, 12043, 20928, 11906, 11906, 74335, 52348, 271842, 225998, 319642, 319642, 56738, 108030, 210094, 14123, 211556, 18430, 100048884, 384281, 20481, 12394, 15117, 117589, 11641, 68944, 11548, 407821, 21366, 224794, 22337, 353208, 665211, 74202, 242474, 12311, 236915, 319636, 22754, 240690, 
19201, 269198, 13819, 20358, 238564, 216225, 67295, 21336"
"mmu-miR-466q","208748, 208748, 208748, 208748, 208748, 208748, 21942, 21942, 21942, 21942, 18176, 18176, 18176, 18176, 14063, 14063, 14063, 14063, 66894, 66894, 238463, 238463, 238463, 217169, 17002, 381142, 381142, 233080, 233080, 240479, 240479, 240479, 229672, 229672, 76178, 76178, 22724, 19211, 19211, 18457, 18457, 18457, 72823, 72823, 240055, 240055, 240055, 67991, 67991, 67991, 382793, 231506, 16201, 
54710, 54710, 14807, 14807, 14807, 433424, 14613, 14613, 14613, 14613, 67367, 67367, 67367, 17425, 17425, 66306, 66306, 226151, 226151, 69860, 67035, 67035, 67035, 269037, 269037, 269037, 12014, 12014, 12014, 12014, 319974, 319974, 269774, 22688, 27359, 27359, 27359, 213053, 69288, 114714, 114714, 114714, 107589, 64660, 64660, 64660, 26557, 26557, 381438, 381438, 56200, 56200, 56200, 107449, 
107449, 107449, 75089, 208449, 246104, 27049, 12125, 21892, 21892, 18768, 18768, 18019, 18019, 18019, 12123, 12123, 319955, 241877, 26434, 26434, 26434, 18183, 18183, 68477, 74125, 74125, 67588, 67588, 68053, 74080, 226844, 14284, 14284, 209760, 209760, 320808, 226418, 12515, 380608, 72536, 58235, 12227, 320590, 67629, 50877, 56809, 216877, 320635, 103266, 403185, 192119, 236915, 105522, 73473, 
636931, 108097, 17859, 16897, 229488, 320982, 244713, 237256, 21337, 106298, 319622, 320332, 66632, 269060, 72154, 22035, 140765, 243621, 257633, 30947, 246747, 11603, 621080, 238276, 107747, 211064, 545260, 11908, 11910, 66795, 11920, 23821, 72308, 109042, 241116, 11441, 77590, 243653, 224796, 69700, 12916, 13010, 75763, 229541, 13684, 13800, 66753, 70638, 109050, 54713, 234686, 94244, 14238, 
93739, 620695, 102631744, 56637, 209176, 93842, 217837, 16500, 225030, 16515, 71778, 241568, 244329, 74762, 56771, 76890, 17534, 14489, 17921, 78286, 66377, 73181, 226304, 18213, 213484, 71805, 241134, 258708, 258463, 258424, 26430, 18514, 18534, 18573, 227120, 263406, 76509, 52830, 18993, 66921, 26441, 268480, 226525, 271887, 76566, 223970, 59044, 67239, 233532, 74648, 69276, 20700, 75345, 74087, 
11988, 110891, 17126, 234847, 94214, 218543, 67222, 20454, 26938, 217030, 21406, 74088, 21899, 210573, 217951, 338369, 217069, 28105, 80985, 67525, 328162, 22068, 320011, 66435, 93840, 67776, 226178, 57750, 226757, 381246, 233781, 217119, 235320, 22682, 54367, 100503355, 211978, 71643"
"mmu-miR-467a-5p","216459, 11610, 11610, 382051, 81489, 20744, 100041658, 100039089, 18816, 214469, 18704, 15980, 67620, 12028"
"mmu-miR-467b-3p","17921, 217951, 71643"
"mmu-miR-467b-5p","16956, 216459, 27375, 12395, 100041658, 100039089, 269016, 19013, 70579, 71777, 214469, 140919"
"mmu-miR-467c-3p","17921, 217951, 71643"
"mmu-miR-467c-5p","216459, 100041658, 100039089, 21761, 214469"
"mmu-miR-467d-3p","17921, 217951, 71643"
"mmu-miR-467d-5p","216459, 100041658, 100039089, 21761, 214469"
"mmu-miR-467e-3p","17921, 217951, 71643"
"mmu-miR-467e-5p","27375, 67050, 171211, 12395, 100041658, 100039089, 26365, 269016, 19013, 70579, 71777"
"mmu-miR-467f","110876, 620419, 620419, 620419, 619310, 67911, 57775, 243085, 81879, 81879, 114304, 241197, 239766, 28078, 231699, 18119, 84004, 84004, 228607, 16656, 14957, 23894, 23894, 68338, 71804, 71804, 71804, 74147, 70454, 237754, 237754, 237754, 211064, 211064, 211064, 211064, 76184, 76184, 319997, 329003, 329003, 329003, 329003, 22724, 241322, 320080, 241311, 241311, 11798, 60532, 74383, 319236, 213988, 
72745, 320558, 236920, 24063, 18174, 18174, 18174, 70432, 18753, 243382, 227120, 227120, 227120, 227120, 227120, 56711, 56711, 18706, 56469, 70974, 68023, 18552, 330908, 18293, 18162, 269198, 269198, 17777, 17385, 70122, 26413, 16950, 67455, 245671, 78908, 15902, 15247, 94253, 56637, 56637, 382034, 14784, 14696, 14696, 67367, 14365, 15220, 68655, 234686, 234686, 234686, 212943, 13829, 13665, 
13497, 54004, 54004, 54004, 54004, 20311, 77771, 12801, 12212, 78334, 207777, 76960, 94246, 381112, 213498, 72993, 72993, 72993, 11502, 77128, 72805, 72805, 100494, 100494, 100494, 234129, 224617, 98732, 19272, 19212, 18725, 18722, 210719, 72656, 14151, 13874, 57781, 66396, 56697, 56697, 56697, 100233175, 100515, 240255, 22380, 30930, 22290, 75089, 320538, 320538, 214133, 245572, 19377, 227800, 
56305, 18491, 18181, 17974, 319594, 64450, 328232, 213054, 50758, 50758, 320557, 216984, 192657, 103967, 102442, 229776, 69743, 233812, 53625, 268420, 268420, 268420, 11994, 18019, 142688, 11906, 11906, 239170, 239170, 239170, 73284, 73284, 73284, 244421, 244421, 268345, 18130, 17933, 13661, 20288, 77044, 19255, 18751, 237823, 217365, 101401, 264134, 27215, 257633, 30947, 246747, 11603, 621080, 
238276, 107747, 74125, 545260, 11908, 11910, 66795, 11920, 23821, 72308, 109042, 241116, 11441, 77590, 243653, 224796, 69700, 12916, 13010, 75763, 229541, 13684, 13800, 66753, 70638, 109050, 54713, 94244, 14238, 93739, 14613, 620695, 102631744, 209176, 93842, 217837, 16500, 225030, 16515, 71778, 241568, 244329, 74762, 56771, 76890, 17534, 14489, 17921, 78286, 66377, 73181, 226304, 18213, 213484, 
71805, 241134, 258708, 258463, 258424, 26430, 18514, 18534, 18573, 263406, 76509, 52830, 18993, 66921, 208748, 26441, 114714, 268480, 226525, 271887, 76566, 223970, 59044, 67239, 233532, 74648, 69276, 20700, 75345, 74087, 11988, 110891, 17126, 234847, 94214, 218543, 67222, 20454, 26938, 217030, 21406, 74088, 21899, 210573, 217951, 338369, 217069, 28105, 80985, 67525, 328162, 22068, 320011, 66435, 
93840, 67776, 226178, 57750, 226757, 381246, 233781, 235320, 22682, 54367, 100503355, 211978, 71643"
"mmu-miR-467g","620419, 620419, 620419, 269870, 83561, 83561, 83561, 67590, 114304, 242126, 241197, 54354, 28078, 18725, 18722, 71793, 14957, 66296, 207798, 68338, 14151, 71804, 71804, 71804, 234086, 76138, 12370, 12235, 223922, 329910, 329910, 319997, 338363, 320204, 269023, 320080, 13345, 225049, 269831, 22045, 213988, 240660, 66074, 72745, 105734, 194388, 217517, 217517, 236920, 24063, 76742, 20541, 26570, 
217692, 20362, 24050, 212712, 245945, 245945, 71740, 19277, 19210, 18753, 18750, 243382, 140484, 18844, 56711, 57746, 18706, 56469, 70974, 18552, 18293, 75805, 18035, 67991, 67991, 67991, 67991, 26413, 269788, 269788, 269788, 16187, 16169, 67143, 381314, 15194, 94253, 52389, 52389, 52389, 237213, 67367, 67367, 67367, 14395, 14365, 268882, 235461, 625286, 102442, 195208, 58861, 77771, 12212, 
12649, 12649, 12649, 78334, 54670, 68724, 218639, 381112, 320438, 240913, 240913, 240913, 74485, 67708, 407812, 408067, 216119, 192200, 378431, 76367, 234129, 224617, 20846, 242607, 66859, 72776, 72776, 237926, 237073, 19279, 216134, 18600, 18600, 70645, 241159, 432628, 17193, 103140, 385658, 20311, 12487, 72278, 214489, 432442, 192734, 621080, 320604, 242466, 240255, 22380, 22290, 14605, 77220, 
24071, 20744, 269397, 269397, 269397, 259302, 20661, 110876, 26450, 213464, 226525, 114713, 19377, 19364, 56305, 18181, 320024, 17764, 16950, 73473, 56055, 328232, 50758, 50758, 13845, 12428, 69743, 56078, 67886, 12217, 12217, 12217, 53625, 211488, 66202, 246727, 13555, 70296, 17087, 101358, 101358, 101358, 54004, 54004, 54004, 83771, 216984, 17933, 13661, 72338, 77044, 320712, 72472, 270757, 
70291, 17258, 21337, 66632, 22253, 12393, 17921, 241134, 217951, 338369, 67525, 71643"
"mmu-miR-467h","27375, 67050, 171211, 12395, 100041658, 100039089, 26365, 269016, 19013, 70579, 71777"
"mmu-miR-468-3p","15201, 243833, 11798, 19377, 216565, 216987, 231225, 70484, 16155"
"mmu-miR-470-5p","71950, 18999, 11898, 75304, 75304, 75304, 69155, 69155, 235379, 235132, 70640, 68524, 78581, 57321, 56284, 380614, 234733, 140792, 26889, 100043684, 100043686, 100043688, 230161, 243219, 83382, 15366, 241919, 71147, 59044"
"mmu-miR-471-3p","50493, 381305, 11994, 76626, 110648, 79233, 20511, 20511, 16728, 16728, 18703, 20538, 382867, 72338"
"mmu-miR-471-5p","15229, 13505, 72745, 19250"
"mmu-miR-483-3p","22060"
"mmu-miR-483-5p","12702, 382019, 230234, 68801, 11815"
"mmu-miR-484","52187, 22221, 22221, 28146, 213783, 213783, 12848, 71375, 232087, 13051, 12041, 230917, 69660, 65019, 229534, 233805, 21429, 57526"
"mmu-miR-485-3p","233532"
"mmu-miR-485-5p","68837, 18504, 75612, 67556, 17064"
"mmu-miR-486a-3p","72585"
"mmu-miR-486a-5p","19211, 19211, 18509, 56458, 100037278, 271849, 271849, 271849, 69085, 319939, 245638, 269513, 17161, 15015, 665378, 383619, 94218, 73656"
"mmu-miR-486b-3p","72585"
"mmu-miR-486b-5p","100037278, 271849, 271849, 271849, 69085, 319939, 245638, 269513, 17161, 15015, 665378, 383619, 94218, 73656"
"mmu-miR-487b-3p","77125"
"mmu-miR-488-3p","50493, 381305, 11994, 76626, 110648, 79233, 20511, 20511, 16728, 16728, 16518, 16518, 16518, 12725, 226499, 242022, 58911, 382867, 59053, 213011, 72338, 319555"
"mmu-miR-488-5p","11988"
"mmu-miR-489-3p","17874, 108946, 108946, 108946, 108946, 22688, 69821, 69821, 74051, 74051, 268706, 268706, 434008, 216119, 94253, 229776, 228033, 224997, 76338, 13527, 100170401, 213402, 112406, 74915, 229541"
"mmu-miR-490-3p","102436, 102436, 71950, 75304, 71131, 71131, 71131, 211329, 26895, 12512, 12848, 75302, 75302, 226525, 328949, 52837, 72821, 93838, 71764, 216516"
"mmu-miR-490-5p","78286, 14155, 229706, 229706, 195733, 70355, 232286, 320181, 19245"
"mmu-miR-491-5p","66859, 66255, 319504, 20238, 14531, 14123, 225594, 225594, 67180, 65115, 381605, 18559, 71452, 12567, 21414"
"mmu-miR-493-3p","57753, 22017, 22017, 234076, 20377, 20377, 15042, 15042, 67509, 67509, 319317, 207352, 50877, 14593, 69104, 237436, 70238, 71950, 11435, 69035"
"mmu-miR-494-3p","268490, 268490, 71932, 71932, 71932, 387609, 21927, 320183, 320183, 380916, 94221, 56809, 56809, 56809, 69823, 17425, 68801, 235584, 94109, 94109, 94109, 211488, 73884, 234129, 72129, 72129, 78816, 78816, 78808, 78808, 20409, 22652, 14084, 75423, 18423, 18423, 272790, 241568, 217830, 68795, 11990, 319565, 94222, 13480, 16443, 14183, 19877, 16000, 19211"
"mmu-miR-495-3p","12064, 15379, 13435, 208292, 70227, 83561, 20656, 328505, 11837, 70238, 228413, 228413, 228413, 228413, 381832, 66522, 18641, 93888, 103468, 93697, 57890, 15432, 78816, 408191, 381438, 14460, 234728, 70681, 13560, 98303, 21771, 64918, 207819, 22771, 20402, 53330, 78787, 70892, 24086, 21808, 20965, 240726, 20541, 215085, 56726, 74442, 74442, 29871, 107767, 107767, 56437, 74132, 223332, 243382, 
241075, 109785, 18441, 246086, 225631, 18162, 67991, 70122, 17260, 66999, 74549, 67144, 210126, 69605, 69605, 268481, 16653, 16562, 78908, 68693, 56637, 14738, 14368, 320267, 320267, 226151, 22350, 13807, 15568, 66967, 208922, 208922, 94218, 12661, 239368, 70508, 102098, 99889, 66787, 215693, 21414, 56643, 56643, 231290, 50721, 97761, 69288, 50907, 72129, 72129, 216856, 216856, 321019, 277463, 
14674, 545758, 432870, 56219, 13844, 97998, 241944, 226139, 12663, 12572, 12572, 70405, 328561, 235386, 22754, 22418, 327900, 320538, 140630, 320165, 114741, 20817, 20269, 58198, 66878, 319817, 19270, 18792, 18191, 17967, 17967, 17758, 70417, 330171, 227195, 70823, 245596, 12950, 56809, 56809, 114142, 14084, 14084, 227357, 63953, 70640, 77996, 319478, 75717, 67886, 19777, 76809, 117606, 666938, 
68724, 320438, 211488, 211488, 23794, 104732, 104732, 218850, 218850, 225187, 233724, 56086, 18295, 12576, 71807, 319508, 270066, 68549, 20272, 209027, 56193, 69367, 14182, 213499, 407800, 11540, 171168, 212448, 170756, 20230, 67630, 16475, 213056, 11552, 53902, 240064, 170742, 52202, 108099, 18793, 110920, 12633, 20308, 75729, 66356, 320213, 230125, 68304, 68184, 57434, 192200, 214899, 665622, 
665596, 245650, 114565, 68524, 21780, 66101, 192654, 78651, 269473, 75763, 30947"
"mmu-miR-496a-3p","52855, 18767, 207777, 69227, 69227, 69227, 69227, 226432, 236366, 245638"
"mmu-miR-497a-5p","12050, 12043, 13717, 70238, 210146, 210146, 210146, 210146, 210146, 71755, 71755, 244373, 231991, 16593, 16593, 234733, 81840, 227743, 227743, 278097, 278097, 68737, 74653, 320165, 320165, 211949, 16410, 231670, 231670, 12121, 12121, 12121, 23970, 17975, 15932, 224014, 80890, 212937, 76809, 58208, 70902, 53614, 12447, 12444"
"mmu-miR-497b","18993, 17126"
"mmu-miR-499-3p","75909"
"mmu-miR-499-5p","20679, 20679, 14370, 19055, 22339, 17210, 93888, 114142, 57354, 234076, 319974, 57321, 170938, 170938, 64297, 18771, 18515, 12443, 19211"
"mmu-miR-500-3p","382793, 242291, 230088, 269774, 378431, 213053, 70620, 70620, 70620, 70620, 12125, 107605, 209760, 209760, 269955, 59090, 102545, 20466, 60532"
"mmu-miR-501-3p","227231, 382793, 242291, 230088, 269774, 378431, 213053, 70620, 70620, 70620, 70620, 12125, 107605, 209760, 209760, 269955, 59090, 102545, 20466, 60532"
"mmu-miR-501-5p","26458, 56404, 240726, 70661, 245945, 70769, 17877, 14160, 12848, 269275, 269275, 234865, 268420, 12156, 100072, 22138, 14933, 69721, 229389, 16950, 381406"
"mmu-miR-503-3p","14613"
"mmu-miR-503-5p","16322, 13075, 16867, 13983, 12576, 12444, 12043, 12043, 11481, 11480, 70238, 57749, 57749, 57749, 244373, 231991, 227743, 227743, 320165, 320165, 330177, 330177, 16443, 14390, 17975, 80890, 212937, 231670, 76809, 12166"
"mmu-miR-504-5p","52076, 52076, 52076, 66522, 330790, 16568, 18646, 12977, 72102, 13480, 14702, 101994, 269952, 14783, 13654"
"mmu-miR-5046","107449, 107449, 107449, 107449, 107449, 107449, 75725, 70428, 13109, 218440, 19245, 13390, 381990"
"mmu-miR-505-3p","110809, 75909, 75909, 75909, 75909, 75909, 210573, 210573, 210573, 67096, 72635, 330863, 214931, 223827, 68250"
"mmu-miR-505-5p","228355, 228355, 228355, 228355, 228355, 228355, 66771, 54721, 64113, 56457, 100233175, 72290, 13828, 73473, 70144"
"mmu-miR-509-3p","333605, 14263, 107733, 545622"
"mmu-miR-509-5p","66959, 80985, 80985, 80985, 80985, 80985, 80985, 11988, 11988, 11988, 11988, 11988, 11988, 54712, 13106, 18293, 18293, 227619, 68089, 328274, 22130, 70387, 213233, 384071, 20220, 242736, 66164, 78523, 17527, 329504, 16179, 15077, 12765, 211151, 108015, 12633, 237911, 52028, 230657, 228785, 11306, 319277, 15040, 107368, 52323, 227715, 68183, 72338, 20147, 76809, 19338, 66419, 74648"
"mmu-miR-5097","57246, 57246, 57246, 57246, 57246, 321007, 321007, 66830, 244745, 26378, 20877, 81000, 81000, 72993, 72993, 72993, 207596, 171285, 19211, 226757, 52563, 56533"
"mmu-miR-5098","22698, 22698, 22698, 66109, 66109, 114304, 241197, 224224, 15557, 328250, 100233208, 12944, 26879, 54140, 11610, 269023, 321006, 21841, 21841, 21780, 209361, 64009, 76742, 64706, 70432, 219257, 269513, 269513, 16169, 94253, 213054, 50758, 50758, 78755, 13640, 233115, 12874, 74201, 12487, 12487, 108686, 108686, 216119, 242748, 242748, 67229, 50501, 50501, 75725, 71147, 100038882, 67201, 229211, 
109254, 140858, 545622, 56305, 18191, 433693, 100929, 100929, 100929, 67453, 192897, 13593, 11480, 192786, 73754, 100504710, 93674, 12916, 241568"
"mmu-miR-5099","16880, 407800, 215789, 67968, 234135, 67727, 433864"
"mmu-miR-5100","22324"
"mmu-miR-5101","213988, 237775, 114889, 217843, 21855, 21855, 210027, 19700, 381463, 93697, 73656, 17141, 319387, 23894, 18605, 214763, 12737, 68281, 68597, 235469, 72465, 72515, 22137, 73130, 240690, 241919, 22785, 76376, 20476, 12393, 12393, 242819, 70432, 75137, 75137, 19889, 19889, 74334, 26932, 18710, 18191, 18191, 18013, 211329, 17936, 17768, 17765, 17765, 17764, 269702, 269702, 17385, 108797, 327987, 
74549, 74549, 18777, 71819, 71819, 100039795, 56809, 114142, 108655, 226252, 72345, 78755, 15572, 67204, 13640, 224132, 114893, 208846, 12388, 13017, 13017, 57354, 12561, 12487, 12487, 12398, 100072, 78656, 57261, 239368, 239368, 108100, 20238, 117589, 77559, 109711, 77128, 22776, 23832, 68612, 68612, 241556, 59069, 67629, 433323, 20725, 20725, 20725, 20725, 59052, 216154, 216154, 16562, 16562, 
16502, 16502, 76071, 16192, 15586, 70355, 238725, 14680, 78816, 235379, 58238, 107373, 13858, 76850, 13649, 320209, 13136, 217303, 103220, 20877, 68089, 16800, 320492, 223970, 73694, 66552, 104859, 104015, 107513, 58172, 20168, 225743, 19726, 58186, 235442, 19317, 19270, 235472, 19116, 19116, 110417, 192285, 18227, 83814, 52065, 17311, 16551, 15901, 77134, 15251, 384814, 270049, 23881, 333605, 
232237, 212943, 214469, 72349, 54004, 12837, 12226, 71704, 70591, 53901, 13176, 11987, 11987, 11987, 14058, 53376, 68799, 20692, 18028, 233529, 209378, 73813, 67412, 19244, 67053, 75292, 18150, 216393, 53325, 243219, 21858, 17754, 17260, 76217, 319317, 23964, 14401, 12064, 234135, 18491, 18218, 215690, 433107, 67239"
"mmu-miR-5102","11906, 327959, 56314, 66950, 66950, 207352, 69104, 69104, 237436, 237436, 100037258, 11982, 22017, 22017, 234076, 15042, 15042, 99334, 99334, 55982, 71950, 71950, 94254, 215008, 80976, 72961, 217201, 68799, 73699, 97086, 17970, 17295, 58861, 12912, 69398, 319767, 65103, 320492, 338363, 71398, 22222, 214968, 18027, 21961, 27049, 56543, 16513, 67902, 319317, 73137, 16443, 16179, 434156, 99311, 
217303, 56444, 140499, 18053, 320706, 320587, 381199, 171286, 212986, 170799, 230801, 18600, 50877, 56078, 208665, 70484, 68549, 14593, 140917, 11435, 240514, 212937, 228852, 60532, 94281, 27275"
"mmu-miR-5103","11605"
"mmu-miR-5104","22427, 22427, 101358, 20541, 245638, 110616, 20400, 20430"
"mmu-miR-5106","102436, 102436, 227195, 52202, 66491, 110385, 53893, 319504, 17859, 218440, 210973, 15366, 240067, 320213, 72230"
"mmu-miR-5107-5p","20454, 20454, 20454, 319555, 80292, 80292, 217882, 22138, 18027, 72325, 20447, 12192, 21818, 52202, 52028, 52892, 23988, 207474, 70454, 17064, 22401, 17425"
"mmu-miR-5108","83561, 72049, 21761, 56643, 11842, 242748, 12483"
"mmu-miR-5109","20220"
"mmu-miR-511-3p","19878, 211488, 114304, 54354, 18105, 18010, 228607, 15557, 23894, 207798, 68338, 53320, 12495, 226139, 226139, 72978, 72978, 23796, 211064, 211064, 211064, 22421, 234135, 234135, 320538, 319236, 327766, 621976, 70549, 67155, 26570, 24050, 67792, 227800, 18753, 56711, 109785, 225631, 105853, 67144, 245671, 16002, 16002, 15194, 14696, 14696, 212943, 13497, 216613, 72993, 378431, 224617, 74051, 
19879, 19879, 19879, 19879, 66641, 66641, 66641, 19279, 244238, 72656, 433956, 433956, 103140, 218476, 385658, 330286, 330286, 330286, 330286, 228846, 93673, 12487, 72278, 12370, 12370, 212281, 75541, 100515, 24136, 75089, 14605, 77220, 245572, 209707, 94253, 213054, 192657, 80797, 57315, 233405, 233405, 72195, 19726, 17087, 16182, 54156, 72605, 72605, 20928, 11906, 11906, 74335, 52348, 271842, 
225998, 225998, 319642, 319642, 108030, 210094, 14123, 26365, 384281, 68944, 20481, 12394, 16880, 15117, 117589, 11641, 11548, 407821, 21366, 22337, 353208, 15951, 665211, 74202, 209630, 214469, 12042, 77041, 239337, 213438, 217830, 12010, 11891, 65246, 319636, 22754, 240690, 19201, 269198, 13819, 20358, 238564, 216225, 67295, 93686"
"mmu-miR-511-5p","83925, 240690, 13435, 72195, 72195, 13423, 232087, 72650, 72650, 209448, 223828, 69774, 98682, 15112, 11554, 192786, 215627, 17193, 80517, 93838, 27528, 71101, 225791, 72133, 18130, 102058, 545156, 12212, 269870, 67465, 107368, 67433, 14422, 223881, 17433, 17069, 237823, 70359, 193385, 21937"
"mmu-miR-5110","234865, 17420, 259302, 259302, 259302, 330812, 18607, 12444, 74653, 231583, 16443, 16443, 22221, 17758, 218989, 545276, 72125, 12509, 56491, 77889, 12829, 22631, 230657, 170736, 231549, 234069, 21869, 243308"
"mmu-miR-5111-3p","213011, 320111, 66394, 74105, 23988"
"mmu-miR-5112","214855, 269513, 269513, 239420, 239420, 216119, 14394, 218100, 208665, 230726, 56741"
"mmu-miR-5113","56457, 56457, 104732, 104732, 104732, 104732, 104732, 66500, 71740, 71740, 71740, 217378, 13017, 13017, 12444, 107605, 24071, 24071, 24071, 70823, 102058, 102423, 76886, 21780, 193670, 240064, 67228, 71742, 320587, 73902, 107751, 66849, 52710, 68659, 226043, 22688, 14702, 71131, 212986, 237073, 73389, 78252, 18477, 107368, 107589, 230073, 12572, 12929, 214489, 223970, 27397"
"mmu-miR-5114","228355, 228355, 228355, 228355, 228355, 228355, 66950, 66950, 68955, 207352, 330812, 330812, 235472, 78286, 69104, 69104, 208922, 67213, 12512, 16151, 16151, 15042, 15042, 217705, 56314, 234663, 234663, 55982, 71950, 71950, 68477, 66874, 121021, 17764, 320590, 14593, 381077, 218294, 18600, 11435, 213402, 74356, 65246, 218756, 70484, 68549, 668212, 230098, 21331, 228852, 69367"
"mmu-miR-5115","19116"
"mmu-miR-5116","217351, 20278, 67008, 108946, 108946, 213988, 67053, 245945, 245945, 109880, 100039206, 69774, 100038882, 72454, 77683, 69635"
"mmu-miR-5117-5p","66712, 80985, 80985, 382030, 20404, 67102, 667370, 667370, 75276, 109254, 18027, 414872, 238317, 224807"
"mmu-miR-5118","235633, 237943"
"mmu-miR-5119","381438, 227693, 72515, 69863, 74334, 242481, 207214, 100072, 12291, 12217, 50876, 50876, 16591, 16591, 16591, 12370, 66229, 18514, 18514, 319996, 319996, 75767, 94352, 94352, 52837, 52837, 13516, 64176, 71375, 70387, 666747, 241919, 67075, 241944, 235633, 433904, 621239, 69606, 66874, 209027, 230738, 211945, 14751, 11799, 68183, 24071, 72193, 70238, 53902, 216393"
"mmu-miR-5120","18197, 13819, 217265, 242377, 242377, 58245, 58245, 68675, 72301, 22774, 12892, 104099, 17975, 13004, 228889, 68988"
"mmu-miR-5121","109050, 109050, 109050, 109050, 109050, 19646, 67972, 230837, 243743, 13807, 74201, 260409, 78619, 70591, 22202, 76799, 338354, 238564"
"mmu-miR-5122","18187"
"mmu-miR-5123","319953, 319953, 66109, 226041, 56379, 216516, 216516, 319888, 68053, 68053, 68053, 72265, 12874, 319996, 319996, 67840, 239368, 209707, 110197, 110197, 100039028, 11488, 11488, 214968, 214968, 16565, 67053, 233799, 12041, 71979, 227634, 27215, 65019, 229534, 78651"
"mmu-miR-5124a","71609, 11492, 231583, 78697, 13824, 100182, 15165, 67902, 229055"
"mmu-miR-5125","108946, 108946, 108946, 108946, 108946, 16521, 16521, 16521, 243905, 78610, 19364, 19364, 18751, 15194, 67072, 319974, 319974, 319974, 69256, 56707, 23832, 23832, 217379, 217379, 69786, 69786, 217169, 217169, 21855, 21339, 21339, 270627, 70238, 70238, 320139, 320139, 17527, 52686, 52686, 237387, 70355, 74105, 74105, 14417, 54632, 54632, 71999, 234086, 234086, 329659, 13063, 12986, 50883, 50883, 
12526, 12526, 381077, 381077, 12352, 12352, 67088, 11564, 320492, 320492, 75939, 75939, 66209, 66209, 140630, 21399, 21399, 71602, 71602, 67075, 67075, 213054, 213054, 94040, 94040, 12326, 12326, 110532, 110532, 100502841, 93834, 52838, 13560, 13560, 70574, 70574, 219105, 382019, 330788, 240063, 67230, 474156, 77593, 76367, 384071, 20522, 72776, 225283, 19889, 19743, 328370, 19387, 11891, 73902, 
19054, 18782, 18704, 228026, 18166, 217431, 59125, 56284, 19070, 217716, 216154, 67881, 17199, 74549, 16956, 84036, 16156, 15980, 66296, 269604, 240327, 235582, 69367, 237221, 329877, 26900, 242474, 12223, 70317, 383619, 11610, 223970, 77032, 73694, 319740, 233887, 54201, 22414, 230657, 67630, 68070, 26936, 72267, 18130, 14680, 13709, 76809, 56386, 235386, 11352, 242747, 216119, 239570, 192289, 
224617, 52892, 18764, 18293, 319555, 215690, 75739, 67620, 73016, 17082, 15586, 94253, 15043, 14816, 50789, 14062, 50505, 245474, 12983, 108015, 56078, 212547, 75302, 26874, 403183, 70153, 79263, 12212, 330463, 108159, 240660, 66229, 230726, 80718, 59038, 70802, 229534, 67036, 16573, 20585, 14676, 12483, 434438, 108909, 114896, 68597, 56404, 229521, 338523, 26557, 668212, 112415, 66839, 208146, 
382038, 20538, 78651, 18117, 217303, 239368, 107182, 110417, 320713, 70750, 56066, 230234, 209131, 72290"
"mmu-miR-5126","192119, 192119, 192119, 237107, 237107, 83814, 66816, 320706, 192196, 68304, 12014, 22401, 407800"
"mmu-miR-5127","213054, 52076, 52076, 52076, 107449, 107449, 107449, 107449, 107449, 107449, 71520, 71520, 71520, 243905, 66262, 14738, 12830, 110911, 110911, 69786, 69786, 14417, 14417, 13063, 50883, 50883, 12326, 12326, 66673, 76895, 382019, 330788, 240063, 77593, 107513, 68066, 225283, 19743, 98710, 19054, 18782, 18704, 18166, 217431, 18029, 56284, 19070, 217716, 17199, 74549, 67075, 84036, 52150, 15980, 
77605, 668039, 627914, 665211, 329575, 235582, 242474, 56078, 12223, 246735, 110532, 110446, 320492, 100039060, 319740, 217169, 13709, 330938, 218294, 12234, 58996, 11352, 216119, 192289, 52463, 20913, 18764, 18293, 215690, 75739, 67620, 15586, 15043, 14816, 628308, 50789, 14062, 50505, 245474, 54004, 108015, 75302, 403183, 12212, 80718, 70802, 229534, 16573, 217026, 56066, 26404, 13690, 277854, 
112415, 52477, 382867, 20538, 17527, 18117, 21367, 217303, 231452"
"mmu-miR-5128","66704, 66704, 14735, 67053, 118446, 629016, 19106, 77300, 20855, 66109, 13024"
