"mirtarbase","wptargets"
"hsa-miR-7109-3p","WP1423, WP1449, WP1539, WP1544, WP1591, WP170, WP1772, WP185, WP2034, WP2038, WP2064, WP2118, WP2261, WP2290, WP231, WP236, WP2377, WP2406, WP254, WP2586, WP2643, WP2795, WP2848, WP2864, WP2870, WP2884, WP306, WP3303, WP35, WP3584, WP3594, WP3614, WP3624, WP3664, WP3676, WP3680, WP382, WP3844, WP3893, WP3929, WP3931, WP3932, WP3939, WP3945, WP3946, WP399, WP411, WP422, WP428, WP474, WP51, WP524, 
WP53, WP673, WP702, WP706, WP710, WP732"
"hsa-miR-7109-5p","WP138, WP1544, WP176, WP179, WP1941, WP1984, WP1991, WP2007, WP2012, WP2029, WP2032, WP2034, WP2037, WP2118, WP2261, WP2272, WP23, WP2355, WP236, WP2369, WP2377, WP241, WP2446, WP2525, WP254, WP2586, WP2636, WP2828, WP2857, WP2864, WP2870, WP2873, WP2881, WP289, WP2911, WP304, WP306, WP314, WP3286, WP3303, WP3414, WP3527, WP3594, WP3611, WP3644, WP3651, WP3657, WP3658, WP366, WP3680, WP382, WP3850, 
WP3915, WP3931, WP3932, WP3937, WP3939, WP3942, WP3945, WP395, WP399, WP400, WP404, WP411, WP428, WP437, WP453, WP474, WP481, WP51, WP560, WP61, WP615, WP673, WP706, WP710"
"hsa-miR-711","WP138, WP185, WP195, WP1982, WP1984, WP2034, WP2112, WP2267, WP2324, WP2355, WP236, WP2377, WP24, WP2431, WP2572, WP2586, WP28, WP2873, WP2875, WP2881, WP289, WP306, WP3286, WP3414, WP3584, WP366, WP3670, WP382, WP3850, WP3888, WP391, WP3942, WP405, WP408, WP43, WP437, WP455, WP465, WP560, WP702, WP706, WP712"
"hsa-miR-7110-3p","WP111, WP117, WP127, WP138, WP1403, WP1422, WP143, WP1434, WP1449, WP1471, WP1528, WP1530, WP1533, WP1539, WP1544, WP1559, WP1584, WP1591, WP1601, WP1742, WP1772, WP179, WP183, WP185, WP195, WP1971, WP1982, WP1984, WP2018, WP2029, WP2032, WP2034, WP2035, WP2036, WP2037, WP2038, WP205, WP2059, WP2064, WP2112, WP2118, WP2197, WP22, WP2203, WP2261, WP2272, WP23, WP231, WP2324, WP2328, WP2332, WP2355, 
WP2359, WP236, WP2366, WP2369, WP2374, WP2377, WP2380, WP24, WP2431, WP244, WP2446, WP2447, WP247, WP2485, WP2509, WP2516, WP2526, WP254, WP2572, WP2583, WP2586, WP26, WP262, WP2636, WP2637, WP2643, WP2795, WP2828, WP2848, WP2849, WP2853, WP2855, WP2857, WP2858, WP286, WP2864, WP2865, WP2868, WP2870, WP2873, WP2881, WP2884, WP304, WP306, WP313, WP325, WP3286, WP3297, WP3301, WP3303, WP34, WP35, 
WP3527, WP3584, WP3594, WP3595, WP3614, WP3617, WP3624, WP363, WP364, WP3645, WP3646, WP3651, WP3655, WP3658, WP366, WP3668, WP3676, WP3678, WP368, WP3680, WP382, WP383, WP3844, WP3849, WP3850, WP3851, WP3853, WP3858, WP3859, WP3863, WP3865, WP3872, WP3876, WP3878, WP3879, WP3888, WP3892, WP3915, WP3925, WP3927, WP3929, WP3931, WP3932, WP3935, WP3937, WP3939, WP3942, WP3945, WP3946, WP3947, WP395, 
WP3958, WP3959, WP399, WP410, WP411, WP422, WP428, WP437, WP45, WP453, WP455, WP465, WP474, WP477, WP481, WP49, WP500, WP51, WP524, WP530, WP534, WP536, WP558, WP560, WP581, WP585, WP61, WP615, WP623, WP673, WP678, WP69, WP690, WP702, WP704, WP706, WP707, WP710, WP712, WP716, WP732, WP733, WP734, WP75"
"hsa-miR-7110-5p","WP138, WP1403, WP1471, WP15, WP1530, WP1533, WP1545, WP1600, WP1601, WP1602, WP1742, WP176, WP1772, WP179, WP1971, WP1984, WP2038, WP2059, WP2249, WP2261, WP236, WP2363, WP2369, WP2374, WP2377, WP2380, WP2431, WP244, WP2446, WP2447, WP2491, WP2516, WP254, WP2572, WP2586, WP2828, WP2853, WP2857, WP2858, WP2864, WP2874, WP2875, WP289, WP2911, WP299, WP306, WP314, WP3286, WP3303, WP3527, WP3594, WP3596, 
WP3611, WP3613, WP3614, WP3646, WP3651, WP3658, WP366, WP3672, WP3680, WP382, WP383, WP3844, WP3871, WP3888, WP3915, WP3929, WP3932, WP3941, WP3944, WP3945, WP3959, WP399, WP43, WP437, WP45, WP453, WP474, WP481, WP49, WP536, WP560, WP61, WP615, WP673, WP702, WP706, WP707, WP710"
"hsa-miR-7111-3p","WP107, WP117, WP127, WP138, WP1403, WP1424, WP143, WP1434, WP1449, WP15, WP1528, WP1533, WP1539, WP1544, WP1584, WP1591, WP170, WP176, WP185, WP195, WP1971, WP1984, WP1991, WP2007, WP2012, WP2018, WP2029, WP2032, WP2034, WP2035, WP2036, WP2037, WP2038, WP205, WP2059, WP2064, WP2112, WP2118, WP2197, WP22, WP2203, WP2261, WP2267, WP2291, WP23, WP231, WP2324, WP2332, WP2355, WP236, WP2374, WP2377, 
WP2380, WP2431, WP244, WP2446, WP2526, WP2583, WP2586, WP26, WP262, WP2636, WP2637, WP2643, WP2795, WP2828, WP2849, WP2853, WP2857, WP2858, WP286, WP2864, WP2868, WP2870, WP2884, WP289, WP2911, WP304, WP306, WP313, WP3286, WP3298, WP3300, WP3301, WP3303, WP3413, WP35, WP3527, WP3584, WP3594, WP363, WP364, WP3651, WP366, WP3668, WP3676, WP368, WP3680, WP382, WP3849, WP3853, WP3858, WP3859, WP3863, 
WP3879, WP3888, WP3893, WP3915, WP3929, WP3931, WP3932, WP3942, WP3945, WP395, WP400, WP404, WP405, WP411, WP422, WP428, WP437, WP455, WP477, WP481, WP49, WP500, WP501, WP51, WP530, WP531, WP536, WP558, WP560, WP58, WP581, WP585, WP615, WP673, WP69, WP702, WP710, WP712, WP716, WP732, WP734, WP75"
"hsa-miR-7111-5p","WP111, WP138, WP1403, WP1471, WP15, WP1530, WP1533, WP1544, WP1545, WP1589, WP1591, WP1601, WP170, WP1742, WP176, WP179, WP183, WP185, WP186, WP195, WP1971, WP1984, WP1992, WP2032, WP2038, WP2059, WP2064, WP2118, WP2190, WP2261, WP2272, WP23, WP2328, WP2355, WP2369, WP2374, WP2377, WP2380, WP241, WP2431, WP2446, WP247, WP2516, WP2525, WP254, WP2572, WP2583, WP2586, WP2636, WP268, WP2853, WP2857, 
WP2858, WP2864, WP2873, WP289, WP2911, WP2916, WP2942, WP306, WP314, WP3298, WP35, WP3527, WP3584, WP3594, WP3595, WP3612, WP3613, WP3614, WP3617, WP3640, WP3651, WP3656, WP366, WP3670, WP382, WP3844, WP3850, WP3863, WP3865, WP3877, WP3878, WP3888, WP3915, WP3925, WP3929, WP3931, WP3932, WP3939, WP3940, WP3942, WP3945, WP3959, WP399, WP405, WP410, WP411, WP428, WP437, WP438, WP45, WP453, WP455, 
WP466, WP474, WP481, WP51, WP534, WP536, WP560, WP585, WP615, WP623, WP673, WP702, WP704, WP706, WP707, WP710"
"hsa-miR-7112-3p","WP107, WP111, WP138, WP1403, WP1449, WP1471, WP1530, WP1545, WP195, WP1984, WP2018, WP2034, WP2035, WP2036, WP2037, WP2038, WP205, WP2064, WP2203, WP2261, WP2267, WP231, WP2377, WP2380, WP2431, WP244, WP2446, WP254, WP262, WP268, WP2828, WP2853, WP2857, WP2864, WP2878, WP2884, WP306, WP3286, WP3303, WP3527, WP3594, WP3611, WP3617, WP363, WP3646, WP3656, WP3658, WP366, WP3676, WP3844, WP3877, WP3879, 
WP3888, WP3915, WP3932, WP3941, WP399, WP428, WP437, WP45, WP477, WP481, WP516, WP585, WP61, WP673, WP706, WP707, WP710"
"hsa-miR-7112-5p","WP138, WP1982, WP2011, WP2267, WP23, WP286, WP304, WP313, WP3594, WP382, WP3872, WP3915, WP3929, WP399, WP428, WP437, WP49, WP585, WP69, WP706"
"hsa-miR-7113-3p","WP107, WP117, WP127, WP1422, WP1434, WP1449, WP1528, WP1539, WP1544, WP1584, WP1591, WP1600, WP167, WP183, WP185, WP195, WP1971, WP1984, WP1991, WP2018, WP2032, WP2034, WP2035, WP2036, WP2037, WP2038, WP205, WP2059, WP2064, WP2112, WP2197, WP22, WP2203, WP2261, WP2291, WP23, WP231, WP2324, WP2328, WP2332, WP2355, WP236, WP2369, WP2371, WP2374, WP2377, WP2380, WP24, WP2406, WP2431, WP244, WP2447, 
WP2491, WP2526, WP2586, WP26, WP262, WP2636, WP2637, WP2643, WP268, WP2795, WP28, WP2828, WP2849, WP2853, WP2857, WP2858, WP286, WP2864, WP2868, WP2874, WP2875, WP2884, WP299, WP304, WP306, WP313, WP3298, WP3301, WP3303, WP3414, WP3584, WP3611, WP3612, WP3624, WP363, WP364, WP3646, WP3655, WP366, WP3664, WP3668, WP3676, WP3680, WP382, WP3849, WP3850, WP3851, WP3853, WP3858, WP3859, WP3865, WP3871, 
WP3874, WP3878, WP3879, WP3888, WP3892, WP3915, WP3926, WP3929, WP3931, WP3932, WP3937, WP3939, WP3942, WP395, WP399, WP400, WP408, WP410, WP411, WP422, WP428, WP43, WP437, WP453, WP455, WP481, WP49, WP51, WP516, WP536, WP58, WP581, WP585, WP615, WP619, WP673, WP678, WP69, WP702, WP710, WP712, WP716, WP727, WP732, WP734, WP75, WP98"
"hsa-miR-7113-5p","WP111, WP127, WP138, WP1422, WP143, WP15, WP1528, WP1530, WP1533, WP1544, WP1545, WP1559, WP1591, WP176, WP179, WP185, WP186, WP1971, WP1982, WP1984, WP2011, WP2029, WP2032, WP2034, WP2037, WP2038, WP205, WP2112, WP22, WP2203, WP2261, WP2276, WP2324, WP2332, WP236, WP2363, WP2374, WP2377, WP2380, WP2431, WP2446, WP2516, WP2526, WP2586, WP2828, WP2848, WP2849, WP2853, WP2855, WP2857, WP2858, WP286, 
WP2864, WP2868, WP2874, WP2881, WP289, WP2942, WP304, WP313, WP325, WP3286, WP3303, WP357, WP3584, WP3594, WP3624, WP364, WP3646, WP3668, WP382, WP3878, WP3888, WP3892, WP3915, WP3925, WP3929, WP3931, WP3932, WP3935, WP3937, WP3939, WP3942, WP395, WP3959, WP399, WP411, WP428, WP430, WP437, WP438, WP45, WP477, WP481, WP49, WP51, WP536, WP560, WP581, WP585, WP61, WP615, WP619, WP69, WP706, WP707, 
WP710, WP733"
"hsa-miR-7114-3p","WP127, WP1528, WP1544, WP1591, WP1742, WP185, WP2032, WP2037, WP205, WP2118, WP22, WP2203, WP2324, WP2359, WP236, WP2377, WP2380, WP2516, WP254, WP2572, WP2849, WP2853, WP2857, WP286, WP2864, WP289, WP304, WP3286, WP3303, WP3414, WP35, WP3594, WP3613, WP3651, WP3680, WP382, WP383, WP3888, WP3929, WP3937, WP3945, WP3946, WP395, WP3959, WP437, WP465, WP49, WP53, WP536, WP581, WP585, WP673, WP69, 
WP706, WP710"
"hsa-miR-7114-5p","WP138, WP1449, WP1471, WP15, WP1533, WP1589, WP1601, WP1602, WP176, WP179, WP1982, WP1984, WP2011, WP2032, WP2190, WP2261, WP2290, WP231, WP2328, WP236, WP241, WP2446, WP2525, WP2586, WP2643, WP2853, WP2857, WP286, WP2870, WP2874, WP289, WP3303, WP35, WP357, WP3646, WP3676, WP382, WP3844, WP3850, WP3915, WP3929, WP3932, WP3940, WP3942, WP3944, WP3947, WP399, WP411, WP422, WP428, WP45, WP453, 
WP500, WP51, WP534, WP536, WP706, WP710, WP732, WP75"
"hsa-miR-7150","WP107, WP138, WP1403, WP143, WP1433, WP1449, WP1471, WP1528, WP1530, WP1544, WP1545, WP1591, WP1601, WP1742, WP176, WP1772, WP179, WP185, WP1946, WP195, WP1971, WP1982, WP1984, WP2018, WP2034, WP2036, WP2037, WP2038, WP2059, WP2064, WP2249, WP2261, WP2290, WP2291, WP23, WP231, WP2324, WP236, WP2363, WP2374, WP2377, WP2380, WP2431, WP244, WP2446, WP2447, WP2516, WP2526, WP254, WP2572, WP2637, WP2795, 
WP2828, WP2848, WP2857, WP2858, WP288, WP3, WP306, WP3286, WP3303, WP3594, WP3611, WP3614, WP363, WP3634, WP3635, WP364, WP3640, WP3646, WP3651, WP366, WP3672, WP3680, WP382, WP3851, WP3863, WP3888, WP3929, WP3930, WP3931, WP3932, WP3937, WP3939, WP3943, WP3945, WP3959, WP399, WP400, WP408, WP410, WP428, WP437, WP45, WP474, WP477, WP481, WP51, WP524, WP534, WP585, WP615, WP673, WP69, WP707, WP710, 
WP75"
"hsa-miR-7151-3p","WP100, WP107, WP111, WP127, WP138, WP1403, WP143, WP1433, WP1449, WP1455, WP15, WP1528, WP1530, WP1531, WP1533, WP1544, WP1545, WP1559, WP1589, WP1591, WP1601, WP167, WP170, WP1742, WP1772, WP179, WP183, WP185, WP186, WP195, WP1971, WP1982, WP1984, WP2018, WP2029, WP2032, WP2034, WP2035, WP2036, WP2037, WP2038, WP205, WP2112, WP2118, WP22, WP2203, WP2261, WP2267, WP2272, WP2289, WP23, WP2324, 
WP2328, WP2332, WP2355, WP2359, WP236, WP2374, WP2377, WP2380, WP2431, WP2435, WP2446, WP2447, WP247, WP2516, WP2525, WP2526, WP2533, WP254, WP2572, WP2586, WP26, WP262, WP2636, WP2637, WP28, WP2848, WP2849, WP2853, WP2855, WP2857, WP2858, WP286, WP2868, WP2870, WP2874, WP2878, WP2879, WP2881, WP2884, WP289, WP2942, WP299, WP304, WP306, WP313, WP325, WP3286, WP3287, WP3303, WP34, WP35, WP3527, 
WP3584, WP3594, WP3599, WP3611, WP3612, WP3614, WP3624, WP364, WP3646, WP3651, WP3657, WP366, WP3668, WP3676, WP368, WP382, WP383, WP3850, WP3851, WP3853, WP3858, WP3863, WP3871, WP3874, WP3878, WP3879, WP3888, WP3892, WP391, WP3915, WP3925, WP3927, WP3929, WP3931, WP3932, WP3934, WP3935, WP3939, WP3940, WP3942, WP3944, WP3945, WP3946, WP3947, WP395, WP3959, WP399, WP400, WP405, WP408, WP410, WP411, 
WP428, WP43, WP430, WP437, WP45, WP455, WP466, WP477, WP481, WP49, WP501, WP51, WP516, WP536, WP545, WP558, WP560, WP581, WP585, WP61, WP615, WP623, WP69, WP692, WP699, WP702, WP704, WP706, WP707, WP710, WP712, WP716, WP727, WP733, WP734, WP75, WP80, WP98"
"hsa-miR-7151-5p","WP15, WP1530, WP1533, WP1544, WP1545, WP176, WP179, WP1971, WP1982, WP2032, WP205, WP2261, WP236, WP2369, WP2374, WP2377, WP2431, WP2446, WP2453, WP254, WP2572, WP2583, WP2586, WP26, WP28, WP2858, WP2864, WP2873, WP2881, WP2884, WP306, WP34, WP3594, WP3601, WP3640, WP3680, WP382, WP3844, WP3850, WP3888, WP3915, WP3925, WP3932, WP3938, WP3940, WP3941, WP3942, WP430, WP437, WP45, WP474, WP481, 
WP497, WP51, WP53, WP534, WP615, WP619, WP673, WP707, WP710"
"hsa-miR-7152-3p","WP170, WP1772, WP1984, WP2328, WP2355, WP3297, WP35, WP3651, WP3865, WP3915, WP3925, WP3929, WP404, WP474, WP497, WP536"
"hsa-miR-7152-5p","WP127, WP1403, WP1424, WP1449, WP1471, WP1530, WP1545, WP1591, WP1742, WP176, WP1772, WP179, WP183, WP195, WP1971, WP1982, WP1984, WP1991, WP2018, WP2034, WP2064, WP2249, WP2261, WP2289, WP23, WP2324, WP2328, WP2333, WP2355, WP2359, WP2361, WP2377, WP24, WP241, WP2431, WP2446, WP2525, WP254, WP2572, WP2637, WP2848, WP2849, WP2853, WP2857, WP2858, WP286, WP2879, WP299, WP306, WP3300, WP34, WP357, 
WP3585, WP3594, WP3613, WP363, WP3657, WP3680, WP382, WP3851, WP3858, WP3888, WP3915, WP3927, WP3929, WP3931, WP3932, WP3934, WP3937, WP3940, WP3942, WP399, WP428, WP43, WP437, WP45, WP455, WP477, WP481, WP49, WP51, WP545, WP702, WP707, WP710, WP75, WP78"
"hsa-miR-7153-3p","WP111, WP1449, WP1530, WP1533, WP176, WP1772, WP179, WP1971, WP1982, WP1984, WP2059, WP2361, WP2377, WP2507, WP2516, WP254, WP2853, WP3611, WP3612, WP3613, WP3614, WP3651, WP3657, WP383, WP3858, WP3872, WP3877, WP3878, WP3888, WP3933, WP3945, WP3959, WP438, WP623, WP707, WP75"
"hsa-miR-7153-5p","WP136, WP1424, WP143, WP1449, WP15, WP1530, WP1544, WP1601, WP167, WP1742, WP1772, WP195, WP2018, WP2197, WP2363, WP2380, WP2485, WP254, WP2853, WP2864, WP2884, WP306, WP3287, WP35, WP357, WP3614, WP3656, WP3678, WP3680, WP3863, WP3876, WP3878, WP3927, WP465, WP51, WP615, WP69, WP707, WP710, WP98"
"hsa-miR-7154-3p","WP111, WP138, WP1433, WP1449, WP15, WP1530, WP1533, WP1539, WP1589, WP1591, WP1601, WP170, WP176, WP179, WP183, WP195, WP1971, WP1982, WP1984, WP2011, WP2018, WP2032, WP2034, WP2036, WP2037, WP2190, WP2261, WP23, WP231, WP2355, WP236, WP2369, WP2374, WP2377, WP2380, WP241, WP2431, WP2446, WP2453, WP2516, WP2525, WP2526, WP254, WP2572, WP2583, WP2586, WP262, WP2848, WP2849, WP2858, WP2864, WP2874, 
WP2878, WP289, WP304, WP3301, WP3527, WP357, WP3613, WP3676, WP3680, WP3844, WP3863, WP3865, WP3888, WP3892, WP3915, WP3925, WP3932, WP3933, WP3938, WP3940, WP3941, WP3942, WP3945, WP3958, WP404, WP410, WP43, WP437, WP45, WP455, WP466, WP474, WP501, WP51, WP524, WP528, WP53, WP530, WP536, WP560, WP615, WP673, WP69, WP702, WP706, WP707, WP78"
"hsa-miR-7154-5p","WP12, WP129, WP1403, WP1433, WP1449, WP1471, WP1528, WP1544, WP1584, WP1772, WP195, WP1982, WP2018, WP2034, WP2036, WP2037, WP2064, WP2197, WP2203, WP23, WP231, WP2324, WP2328, WP2355, WP236, WP2369, WP2374, WP2377, WP2380, WP2513, WP2526, WP262, WP2637, WP2643, WP2795, WP2853, WP2858, WP286, WP2864, WP288, WP3, WP304, WP306, WP313, WP314, WP3298, WP3303, WP3594, WP3599, WP3611, WP3612, WP3613, 
WP3614, WP3624, WP363, WP3646, WP3651, WP3655, WP3658, WP366, WP3668, WP3680, WP382, WP3865, WP3874, WP3888, WP3915, WP3925, WP3931, WP3932, WP3939, WP399, WP428, WP437, WP481, WP497, WP673, WP69, WP692, WP702, WP706, WP710, WP75, WP98"
"hsa-miR-7155-3p","WP107, WP1530, WP1533, WP1544, WP1545, WP1742, WP176, WP179, WP186, WP1971, WP1984, WP2038, WP2064, WP2261, WP231, WP236, WP2377, WP241, WP2447, WP2516, WP2525, WP268, WP2870, WP2873, WP2884, WP2942, WP3298, WP34, WP3594, WP3614, WP3624, WP363, WP3651, WP3657, WP366, WP3670, WP3680, WP3878, WP3888, WP391, WP3927, WP3931, WP3939, WP3940, WP3959, WP399, WP410, WP428, WP45, WP51, WP524, WP673, WP707, 
WP710"
"hsa-miR-7155-5p","WP111, WP127, WP138, WP1425, WP1449, WP1531, WP1544, WP1591, WP1601, WP170, WP185, WP195, WP1984, WP2034, WP2037, WP205, WP2064, WP22, WP2203, WP2261, WP2289, WP23, WP2332, WP236, WP2363, WP2374, WP2377, WP2380, WP241, WP2447, WP2485, WP2636, WP2637, WP2643, WP2795, WP2828, WP2853, WP2857, WP2858, WP2895, WP299, WP304, WP306, WP313, WP34, WP3527, WP3594, WP3624, WP364, WP3644, WP3645, WP3651, 
WP366, WP3670, WP382, WP3863, WP3876, WP3879, WP3888, WP3915, WP3925, WP3931, WP3932, WP3942, WP395, WP411, WP422, WP437, WP474, WP477, WP481, WP49, WP51, WP581, WP615, WP69, WP706, WP732, WP734, WP75"
"hsa-miR-7156-3p","WP107, WP1403, WP1455, WP1531, WP1544, WP1591, WP183, WP185, WP197, WP2197, WP2267, WP2272, WP23, WP2328, WP2338, WP2359, WP2363, WP2369, WP2377, WP24, WP2431, WP2583, WP2805, WP2848, WP2857, WP2858, WP2884, WP289, WP2942, WP304, WP306, WP313, WP314, WP3298, WP3303, WP35, WP3584, WP3594, WP3624, WP364, WP3646, WP366, WP3680, WP382, WP383, WP3850, WP3878, WP3888, WP3915, WP3927, WP3929, WP3931, 
WP3932, WP410, WP411, WP437, WP455, WP465, WP474, WP477, WP481, WP51, WP516, WP536, WP560, WP585, WP615, WP619, WP673, WP69, WP692, WP702, WP706, WP727"
"hsa-miR-7156-5p","WP107, WP111, WP138, WP1423, WP1424, WP1433, WP1544, WP1591, WP1772, WP179, WP183, WP185, WP1982, WP1992, WP2034, WP2037, WP2038, WP2064, WP2118, WP2261, WP236, WP2377, WP2380, WP24, WP2406, WP2446, WP2509, WP254, WP2795, WP2828, WP2848, WP2849, WP2853, WP2857, WP2858, WP2870, WP2879, WP306, WP3286, WP3303, WP35, WP3624, WP363, WP3651, WP3680, WP3850, WP3932, WP3937, WP3945, WP404, WP411, WP437, 
WP455, WP474, WP481, WP51, WP516, WP615, WP673, WP698, WP702, WP710"
"hsa-miR-7157-3p","WP117, WP1531, WP1946, WP2338, WP236, WP24, WP2431, WP2805, WP2857, WP2858, WP2884, WP2895, WP2943, WP299, WP314, WP3614, WP3624, WP366, WP3915, WP3932, WP411, WP43, WP455, WP477, WP481, WP534, WP560, WP69, WP702"
"hsa-miR-7157-5p","WP111, WP127, WP1403, WP1530, WP1539, WP1544, WP1545, WP1584, WP1591, WP170, WP1772, WP179, WP185, WP1971, WP1984, WP2012, WP2032, WP2034, WP2035, WP2036, WP2037, WP2038, WP2059, WP2064, WP2197, WP2249, WP2261, WP23, WP231, WP2324, WP2328, WP2332, WP2355, WP236, WP2369, WP2374, WP2377, WP2380, WP2406, WP2431, WP244, WP2446, WP2507, WP2509, WP2516, WP2526, WP254, WP2572, WP2583, WP2586, WP26, WP2636, 
WP2643, WP268, WP2795, WP2848, WP2849, WP2853, WP2855, WP2857, WP286, WP2864, WP2870, WP2878, WP2884, WP289, WP2916, WP304, WP306, WP313, WP3300, WP3303, WP334, WP34, WP3414, WP35, WP3584, WP3594, WP3596, WP3599, WP3611, WP3613, WP3614, WP3624, WP363, WP3634, WP3635, WP3651, WP366, WP3668, WP3680, WP382, WP3845, WP3849, WP3850, WP3853, WP3863, WP3872, WP3878, WP3879, WP3888, WP3892, WP3893, WP3915, 
WP3929, WP3931, WP3932, WP3935, WP3941, WP3945, WP395, WP3959, WP399, WP411, WP422, WP437, WP45, WP474, WP481, WP49, WP51, WP516, WP53, WP534, WP536, WP545, WP558, WP560, WP581, WP585, WP61, WP615, WP69, WP706, WP707, WP710, WP732"
"hsa-miR-7158-3p","WP127, WP1403, WP1449, WP1533, WP1601, WP179, WP1971, WP1982, WP1984, WP2012, WP2018, WP2032, WP2034, WP2037, WP205, WP2059, WP2113, WP2118, WP22, WP2203, WP229, WP23, WP2324, WP2328, WP2332, WP2355, WP236, WP2374, WP2377, WP2380, WP2406, WP241, WP2436, WP2446, WP2526, WP2533, WP2636, WP2853, WP2857, WP286, WP2864, WP2870, WP2884, WP289, WP2916, WP304, WP313, WP325, WP35, WP3527, WP3529, WP3612, 
WP3613, WP3614, WP3624, WP364, WP3640, WP3657, WP3658, WP366, WP3680, WP382, WP3851, WP3858, WP3871, WP3875, WP3888, WP391, WP3927, WP3929, WP395, WP3959, WP399, WP400, WP410, WP411, WP437, WP474, WP477, WP49, WP536, WP560, WP581, WP585, WP619, WP673, WP69, WP706, WP75"
"hsa-miR-7158-5p","WP107, WP127, WP129, WP138, WP1528, WP1544, WP1559, WP183, WP2029, WP2032, WP2034, WP2037, WP2038, WP205, WP2112, WP22, WP2203, WP2324, WP2332, WP236, WP2374, WP2377, WP2380, WP2526, WP2572, WP26, WP2855, WP286, WP2868, WP2881, WP304, WP313, WP3303, WP3529, WP3613, WP363, WP364, WP3646, WP3658, WP3888, WP3892, WP3915, WP3925, WP3929, WP3931, WP3933, WP3935, WP3939, WP395, WP399, WP411, WP428, 
WP437, WP465, WP474, WP481, WP49, WP51, WP524, WP560, WP581, WP585, WP61, WP619, WP733"
"hsa-miR-7159-3p","WP1422, WP1433, WP1449, WP15, WP1528, WP1533, WP1539, WP1544, WP176, WP1772, WP183, WP195, WP1984, WP2018, WP2032, WP2034, WP2035, WP2036, WP2037, WP2059, WP2203, WP23, WP2324, WP2355, WP236, WP2369, WP2371, WP2374, WP2377, WP2380, WP2406, WP244, WP2447, WP2453, WP2507, WP2509, WP254, WP2572, WP26, WP2637, WP2643, WP2795, WP2853, WP2857, WP288, WP2881, WP304, WP314, WP3286, WP3303, WP3529, WP3584, 
WP3594, WP3611, WP3612, WP3614, WP3646, WP3651, WP3657, WP366, WP3668, WP3676, WP382, WP3865, WP3872, WP3874, WP3888, WP3915, WP3925, WP3940, WP3942, WP395, WP399, WP400, WP408, WP411, WP422, WP437, WP477, WP481, WP534, WP585, WP615, WP69, WP710, WP712, WP727, WP75"
"hsa-miR-7159-5p","WP107, WP111, WP138, WP1433, WP1449, WP15, WP1530, WP1533, WP1544, WP176, WP1772, WP183, WP185, WP1982, WP1984, WP1992, WP2034, WP2059, WP2112, WP2118, WP2272, WP2324, WP2355, WP236, WP2377, WP2380, WP2406, WP2431, WP2509, WP2516, WP254, WP2583, WP2643, WP2795, WP28, WP2848, WP2853, WP2857, WP2858, WP2870, WP2875, WP2881, WP2884, WP289, WP2911, WP2916, WP306, WP313, WP3286, WP3287, WP3413, WP3414, 
WP3584, WP3585, WP3594, WP3624, WP363, WP3651, WP3658, WP366, WP3664, WP3668, WP3678, WP3680, WP382, WP383, WP3850, WP3865, WP3874, WP3888, WP391, WP3931, WP3932, WP3937, WP3939, WP3940, WP399, WP404, WP408, WP428, WP437, WP474, WP477, WP51, WP560, WP615, WP706, WP707, WP710, WP712"
"hsa-miR-7160-3p","WP138, WP179, WP1982, WP1984, WP2034, WP2035, WP2112, WP2324, WP2355, WP236, WP2377, WP2380, WP28, WP2873, WP2875, WP2881, WP289, WP3286, WP3302, WP3414, WP35, WP3584, WP3594, WP366, WP391, WP3929, WP3932, WP408, WP411, WP437, WP481, WP536, WP706, WP712"
"hsa-miR-7160-5p","WP107, WP111, WP117, WP138, WP1424, WP143, WP1433, WP1449, WP1530, WP1544, WP1601, WP170, WP1772, WP183, WP185, WP186, WP195, WP1971, WP1982, WP1984, WP1992, WP2007, WP2018, WP2034, WP2036, WP2059, WP2112, WP2113, WP2118, WP2290, WP2291, WP23, WP231, WP2324, WP2328, WP2355, WP2359, WP236, WP2371, WP2377, WP2380, WP2406, WP2446, WP2447, WP247, WP2507, WP2513, WP2516, WP2526, WP254, WP2572, WP262, 
WP2637, WP2795, WP28, WP2828, WP2848, WP2853, WP2857, WP286, WP2864, WP2878, WP288, WP2884, WP289, WP2895, WP2942, WP304, WP306, WP313, WP314, WP325, WP3286, WP3298, WP3303, WP3529, WP3594, WP3613, WP3624, WP364, WP3645, WP3657, WP382, WP383, WP384, WP3849, WP3850, WP3851, WP3853, WP3858, WP3863, WP3865, WP3875, WP3876, WP3878, WP3888, WP391, WP3915, WP3925, WP3929, WP3931, WP3932, WP3937, WP3941, 
WP3942, WP3945, WP3946, WP3958, WP3959, WP399, WP400, WP405, WP410, WP411, WP428, WP430, WP437, WP438, WP45, WP455, WP466, WP474, WP477, WP481, WP49, WP51, WP534, WP545, WP558, WP560, WP585, WP615, WP619, WP623, WP69, WP702, WP706, WP707, WP712, WP734, WP75, WP98"
"hsa-miR-7161-3p","WP1449, WP1533, WP1544, WP176, WP179, WP195, WP1981, WP2018, WP2032, WP2261, WP2380, WP241, WP2525, WP254, WP2864, WP2884, WP306, WP3611, WP3656, WP3658, WP3680, WP3850, WP3931, WP3932, WP3939, WP3940, WP399, WP411, WP428, WP474, WP477, WP481, WP615, WP704"
