entrez,mirbase
100616401,hsa-mir-4520-1
100616466,hsa-mir-4520-2
100616406,hsa-mir-4521
100616277,hsa-mir-4522
100616316,hsa-mir-4524a
100847008,hsa-mir-4524b
100616196,hsa-mir-4525
100616130,hsa-mir-4526
100616264,hsa-mir-4527
100616232,hsa-mir-4528
100616290,hsa-mir-4529
100616163,hsa-mir-4530
100616355,hsa-mir-4531
100616353,hsa-mir-4532
100616362,hsa-mir-4533
100616415,hsa-mir-4535
100847061,hsa-mir-4536-1
100616155,hsa-mir-4536-1
100847061,hsa-mir-4536-2
100616155,hsa-mir-4536-2
100616422,hsa-mir-4537
100616276,hsa-mir-4538
100616374,hsa-mir-4539
768216,hsa-mir-454
100616278,hsa-mir-4540
619556,hsa-mir-455
100616438,hsa-mir-4632
100616175,hsa-mir-4633
100616202,hsa-mir-4634
100616479,hsa-mir-4635
100616326,hsa-mir-4636
100616271,hsa-mir-4637
100616342,hsa-mir-4638
100616269,hsa-mir-4639
100616178,hsa-mir-4641
100616352,hsa-mir-4642
100616174,hsa-mir-4643
100616430,hsa-mir-4644
100616285,hsa-mir-4645
100616230,hsa-mir-4646
100616116,hsa-mir-4648
100616331,hsa-mir-4650-1
100616310,hsa-mir-4650-1
100616331,hsa-mir-4650-2
100616310,hsa-mir-4650-2
100616206,hsa-mir-4652
100616117,hsa-mir-4653
100616386,hsa-mir-4654
100616160,hsa-mir-4655
100616465,hsa-mir-4656
100616348,hsa-mir-4659a
100616372,hsa-mir-4659b
100616348,hsa-mir-4659b
100423038,hsa-mir-466
100616350,hsa-mir-4660
100616245,hsa-mir-4661
100616221,hsa-mir-4662a
100616255,hsa-mir-4662b
100616260,hsa-mir-4663
100616318,hsa-mir-4664
100616288,hsa-mir-4665
100616308,hsa-mir-4666a
100847047,hsa-mir-4666b
100616214,hsa-mir-4667
100616114,hsa-mir-4668
100616236,hsa-mir-4669
100616351,hsa-mir-4670
100616380,hsa-mir-4671
100616429,hsa-mir-4672
100616242,hsa-mir-4673
100616301,hsa-mir-4674
100616383,hsa-mir-4675
100616286,hsa-mir-4676
100616343,hsa-mir-4677
100616296,hsa-mir-4678
100616192,hsa-mir-4679-1
100616128,hsa-mir-4679-1
100616192,hsa-mir-4679-2
100616398,hsa-mir-4681
100616322,hsa-mir-4682
100616391,hsa-mir-4684
100616482,hsa-mir-4685
100616126,hsa-mir-4686
100616368,hsa-mir-4688
100616421,hsa-mir-4689
100616292,hsa-mir-4690
100616410,hsa-mir-4692
100616457,hsa-mir-4693
100616426,hsa-mir-4694
100616120,hsa-mir-4695
100616402,hsa-mir-4696
100616486,hsa-mir-4698
100616133,hsa-mir-4699
100616262,hsa-mir-4701
100616423,hsa-mir-4703
100616205,hsa-mir-4704
100616239,hsa-mir-4705
100616490,hsa-mir-4706
100616176,hsa-mir-4708
100616300,hsa-mir-4710
100616409,hsa-mir-4711
100616369,hsa-mir-4713
100616432,hsa-mir-4714
100616474,hsa-mir-4715
100616332,hsa-mir-4716
100616241,hsa-mir-4717
100616195,hsa-mir-4718
100616172,hsa-mir-4719
100616449,hsa-mir-4725
100616153,hsa-mir-4726
100616416,hsa-mir-4727
100616132,hsa-mir-4728
100616204,hsa-mir-4729
100616359,hsa-mir-4730
100616125,hsa-mir-4731
100616385,hsa-mir-4732
574411,hsa-mir-4732
406936,hsa-mir-4732
100616266,hsa-mir-4733
100616203,hsa-mir-4734
100616363,hsa-mir-4735
100616220,hsa-mir-4736
100616210,hsa-mir-4737
100616170,hsa-mir-4739
100616294,hsa-mir-4740
100616468,hsa-mir-4742
100616366,hsa-mir-4743
100616420,hsa-mir-4744
100616371,hsa-mir-4746
100616337,hsa-mir-4747
100616425,hsa-mir-4748
100616313,hsa-mir-4749
100616171,hsa-mir-4752
100616224,hsa-mir-4753
100616168,hsa-mir-4754
100616434,hsa-mir-4755
100616225,hsa-mir-4756
100616307,hsa-mir-4757
100616243,hsa-mir-4759
100616148,hsa-mir-4760
100616253,hsa-mir-4762
100616143,hsa-mir-4763
406884,hsa-mir-4763
406883,hsa-mir-4763
400931,hsa-mir-4763
100616295,hsa-mir-4764
100616219,hsa-mir-4765
100616283,hsa-mir-4766
100616467,hsa-mir-4767
100616249,hsa-mir-4768
100616147,hsa-mir-4769
100616373,hsa-mir-4770
100616370,hsa-mir-4771-1
100616165,hsa-mir-4771-1
100616370,hsa-mir-4771-2
100616165,hsa-mir-4771-2
100616157,hsa-mir-4772
100616418,hsa-mir-4773-1
100616392,hsa-mir-4773-1
100616418,hsa-mir-4773-2
100616392,hsa-mir-4773-2
100616356,hsa-mir-4774
100616472,hsa-mir-4776-1
100616267,hsa-mir-4776-1
100616472,hsa-mir-4776-2
100616267,hsa-mir-4776-2
100616317,hsa-mir-4777
100616464,hsa-mir-4778
100616159,hsa-mir-4779
100616447,hsa-mir-4780
100616208,hsa-mir-4782
100616187,hsa-mir-4783
100616417,hsa-mir-4786
100616138,hsa-mir-4787
100616395,hsa-mir-4789
100616334,hsa-mir-4790
100616291,hsa-mir-4791
100616448,hsa-mir-4792
100616338,hsa-mir-4794
100616161,hsa-mir-4795
100616166,hsa-mir-4796
100616216,hsa-mir-4797
100616471,hsa-mir-4798
100616246,hsa-mir-4799
100616435,hsa-mir-4801
100616274,hsa-mir-4802
100616377,hsa-mir-4803
100616152,hsa-mir-4804
619552,hsa-mir-483
574436,hsa-mir-485
619554,hsa-mir-486-1
102465696,hsa-mir-486-2
619554,hsa-mir-486-2
619555,hsa-mir-487a
664616,hsa-mir-487b
574441,hsa-mir-488
574442,hsa-mir-489
574443,hsa-mir-490
574444,hsa-mir-491
574450,hsa-mir-493
574452,hsa-mir-494
574453,hsa-mir-495
574454,hsa-mir-496
574460,hsa-mir-498
100847049,hsa-mir-4999
574501,hsa-mir-499a
100616134,hsa-mir-499b
100846995,hsa-mir-5000
100847021,hsa-mir-5002
100847029,hsa-mir-5003
100846996,hsa-mir-5007
100847072,hsa-mir-5008
100846993,hsa-mir-5009
574502,hsa-mir-500a
100422911,hsa-mir-500b
574503,hsa-mir-501
100847002,hsa-mir-5011
574504,hsa-mir-502
574506,hsa-mir-503
574507,hsa-mir-504
574508,hsa-mir-505
574511,hsa-mir-506
574512,hsa-mir-507
574513,hsa-mir-508
100847044,hsa-mir-5087
100847074,hsa-mir-5088
100847067,hsa-mir-5089
574514,hsa-mir-509-1
100126301,hsa-mir-509-2
574514,hsa-mir-509-2
100126337,hsa-mir-509-3
100847023,hsa-mir-5091
100847039,hsa-mir-5092
100847022,hsa-mir-5093
100847059,hsa-mir-5094
100616458,hsa-mir-5095
100616427,hsa-mir-5096
574515,hsa-mir-510
100847014,hsa-mir-5100
574445,hsa-mir-511
574458,hsa-mir-512-1
574459,hsa-mir-512-2
574509,hsa-mir-513a-1
574510,hsa-mir-513a-2
100313822,hsa-mir-513b
100302114,hsa-mir-513c
574516,hsa-mir-514a-1
574518,hsa-mir-514a-2
574517,hsa-mir-514a-2
574518,hsa-mir-514a-3
574517,hsa-mir-514a-3
100422847,hsa-mir-514b
574465,hsa-mir-515-1
574462,hsa-mir-515-1
574465,hsa-mir-515-2
574462,hsa-mir-515-2
574498,hsa-mir-516a-1
574499,hsa-mir-516a-2
574490,hsa-mir-516b-1
574485,hsa-mir-516b-2
574479,hsa-mir-517a
574483,hsa-mir-517b
574492,hsa-mir-517c
100847036,hsa-mir-5186
100847004,hsa-mir-5188
100847057,hsa-mir-5189
574488,hsa-mir-518a-1
574491,hsa-mir-518a-2
574474,hsa-mir-518b
574477,hsa-mir-518c
574489,hsa-mir-518d
574487,hsa-mir-518e
574472,hsa-mir-518f
100847080,hsa-mir-5190
100847050,hsa-mir-5191
100847087,hsa-mir-5192
100847051,hsa-mir-5194
100847062,hsa-mir-5195
100846991,hsa-mir-5197
574496,hsa-mir-519a-1
574500,hsa-mir-519a-2
574469,hsa-mir-519b
574466,hsa-mir-519c
574480,hsa-mir-519d
574463,hsa-mir-519e
574467,hsa-mir-520a
574473,hsa-mir-520b
574476,hsa-mir-520c
574482,hsa-mir-520d
574461,hsa-mir-520e
574464,hsa-mir-520f
574484,hsa-mir-520g
574493,hsa-mir-520h
574494,hsa-mir-521-1
574481,hsa-mir-521-2
574495,hsa-mir-522
574471,hsa-mir-523
574478,hsa-mir-524
574470,hsa-mir-525
574475,hsa-mir-526a-1
574486,hsa-mir-526a-2
574468,hsa-mir-526b
574497,hsa-mir-527
693124,hsa-mir-532
664612,hsa-mir-539
100126308,hsa-mir-541
664617,hsa-mir-542
100126335,hsa-mir-543
664613,hsa-mir-544a
100422864,hsa-mir-544b
664614,hsa-mir-545
693125,hsa-mir-548a-1
693126,hsa-mir-548a-2
693127,hsa-mir-548a-3
100500863,hsa-mir-548aa-1
693130,hsa-mir-548aa-1
100500895,hsa-mir-548aa-2
693131,hsa-mir-548aa-2
100616336,hsa-mir-548ab
100616384,hsa-mir-548ac
100616475,hsa-mir-548ad
100616305,hsa-mir-548ae-1
100616339,hsa-mir-548ae-2
100616450,hsa-mir-548ag-1
100616440,hsa-mir-548ag-2
100616254,hsa-mir-548ah
100616347,hsa-mir-548ai
100616191,hsa-mir-548aj-1
100616252,hsa-mir-548aj-2
100616488,hsa-mir-548ak
100616215,hsa-mir-548al
100616428,hsa-mir-548am
100616144,hsa-mir-548an
100847068,hsa-mir-548ao
100847084,hsa-mir-548ap
100847078,hsa-mir-548aq
100847035,hsa-mir-548ar
100847092,hsa-mir-548as
100847030,hsa-mir-548at
100847045,hsa-mir-548au
100847083,hsa-mir-548av
100846992,hsa-mir-548aw
100847063,hsa-mir-548ax
102465247,hsa-mir-548ay
102466162,hsa-mir-548az
693128,hsa-mir-548b
102465854,hsa-mir-548ba
103504735,hsa-mir-548bb
100500856,hsa-mir-548c
693129,hsa-mir-548c
100500863,hsa-mir-548d-1
693130,hsa-mir-548d-1
100500895,hsa-mir-548d-2
693131,hsa-mir-548d-2
100313921,hsa-mir-548e
100302192,hsa-mir-548f-1
100313771,hsa-mir-548f-2
100302159,hsa-mir-548f-3
100313895,hsa-mir-548f-4
100302239,hsa-mir-548f-5
100313938,hsa-mir-548g
100313830,hsa-mir-548h-1
100313773,hsa-mir-548h-2
100302287,hsa-mir-548h-3
100313884,hsa-mir-548h-4
100616455,hsa-mir-548h-5
100302204,hsa-mir-548i-1
100302277,hsa-mir-548i-2
100302186,hsa-mir-548i-3
100302191,hsa-mir-548i-4
100313914,hsa-mir-548j
100313770,hsa-mir-548k
100302275,hsa-mir-548l
100313772,hsa-mir-548m
100302152,hsa-mir-548n
100313829,hsa-mir-548o
100616190,hsa-mir-548o-2
100302288,hsa-mir-548p
100313841,hsa-mir-548q
100422862,hsa-mir-548s
100422849,hsa-mir-548t
100422884,hsa-mir-548u
100422850,hsa-mir-548v
100422923,hsa-mir-548w
100422920,hsa-mir-548x
100616302,hsa-mir-548x-2
100500919,hsa-mir-548y
100500856,hsa-mir-548z
693129,hsa-mir-548z
693132,hsa-mir-549a
100500883,hsa-mir-550a-1
693133,hsa-mir-550a-1
100500830,hsa-mir-550a-2
693134,hsa-mir-550a-2
100616354,hsa-mir-550a-3
100500883,hsa-mir-550b-1
693133,hsa-mir-550b-1
100500830,hsa-mir-550b-2
693134,hsa-mir-550b-2
693135,hsa-mir-551a
693136,hsa-mir-551b
693137,hsa-mir-552
693138,hsa-mir-553
693139,hsa-mir-554
693141,hsa-mir-556
693142,hsa-mir-557
100847006,hsa-mir-5571
100847000,hsa-mir-5579
693143,hsa-mir-558
100847076,hsa-mir-5580
100847010,hsa-mir-5581
100847020,hsa-mir-5582
100847025,hsa-mir-5583-1
100846997,hsa-mir-5583-2
100847089,hsa-mir-5584
100847018,hsa-mir-5585
100847088,hsa-mir-5586
100847028,hsa-mir-5587
100847054,hsa-mir-5588
100847093,hsa-mir-5589
693144,hsa-mir-559
100847069,hsa-mir-5590
100847065,hsa-mir-5591
693146,hsa-mir-561
693147,hsa-mir-562
693148,hsa-mir-563
693151,hsa-mir-566
693152,hsa-mir-567
100847001,hsa-mir-5680
100847058,hsa-mir-5681a
100847091,hsa-mir-5681b
100847043,hsa-mir-5682
100847034,hsa-mir-5683
100847071,hsa-mir-5684
100847075,hsa-mir-5685
100847019,hsa-mir-5687
100847077,hsa-mir-5688
100846998,hsa-mir-5689
693154,hsa-mir-569
100847048,hsa-mir-5690
100847015,hsa-mir-5691
100847066,hsa-mir-5692a-1
100847038,hsa-mir-5692a-2
100847013,hsa-mir-5692b
100847082,hsa-mir-5692c-1
100847017,hsa-mir-5692c-2
100847003,hsa-mir-5693
100847064,hsa-mir-5694
100847016,hsa-mir-5695
100847007,hsa-mir-5696
100847055,hsa-mir-5697
100847024,hsa-mir-5698
100847086,hsa-mir-5699
693155,hsa-mir-570
100847031,hsa-mir-5700
103504741,hsa-mir-5701-1
100847060,hsa-mir-5701-1
100847005,hsa-mir-5701-1
103504741,hsa-mir-5701-2
100847060,hsa-mir-5701-2
100847005,hsa-mir-5701-2
103504741,hsa-mir-5701-3
100847060,hsa-mir-5701-3
100847005,hsa-mir-5701-3
100847053,hsa-mir-5702
100847040,hsa-mir-5704
100847027,hsa-mir-5705
100847085,hsa-mir-5706
100847032,hsa-mir-5707
100847056,hsa-mir-5708
693156,hsa-mir-571
693157,hsa-mir-572
693158,hsa-mir-573
102466081,hsa-mir-5739
693159,hsa-mir-574
693160,hsa-mir-575
693161,hsa-mir-576
693162,hsa-mir-577
693163,hsa-mir-578
102464817,hsa-mir-5787
693164,hsa-mir-579
693165,hsa-mir-580
693166,hsa-mir-581
693167,hsa-mir-582
693168,hsa-mir-583
693169,hsa-mir-584
693170,hsa-mir-585
693171,hsa-mir-586
693172,hsa-mir-587
693173,hsa-mir-588
693174,hsa-mir-589
693175,hsa-mir-590
693176,hsa-mir-591
693177,hsa-mir-592
693178,hsa-mir-593
693180,hsa-mir-595
693181,hsa-mir-596
693182,hsa-mir-597
693183,hsa-mir-598
693184,hsa-mir-599
693186,hsa-mir-601
693187,hsa-mir-602
693188,hsa-mir-603
693189,hsa-mir-604
693190,hsa-mir-605
693191,hsa-mir-606
102464823,hsa-mir-6068
102464824,hsa-mir-6069
693192,hsa-mir-607
102464825,hsa-mir-6070
102466516,hsa-mir-6071
102465944,hsa-mir-6072
102464827,hsa-mir-6074
102466103,hsa-mir-6075
102464828,hsa-mir-6076
102466225,hsa-mir-6077
102464829,hsa-mir-6078
102464830,hsa-mir-6079
693193,hsa-mir-608
102464831,hsa-mir-6080
102466518,hsa-mir-6081
102466953,hsa-mir-6082
102464832,hsa-mir-6083
102464834,hsa-mir-6085
102466519,hsa-mir-6086
102464835,hsa-mir-6087
102464836,hsa-mir-6088
102464837,hsa-mir-6089-1
102464837,hsa-mir-6089-2
693194,hsa-mir-609
102466104,hsa-mir-6090
693195,hsa-mir-610
693197,hsa-mir-612
283131,hsa-mir-612
102466906,hsa-mir-6124
102465134,hsa-mir-6126
102466615,hsa-mir-6127
102465135,hsa-mir-6128
102465137,hsa-mir-6129
693198,hsa-mir-613
102466967,hsa-mir-6130
102465138,hsa-mir-6131
102465139,hsa-mir-6133
102465140,hsa-mir-6134
693200,hsa-mir-615
693201,hsa-mir-616
102465141,hsa-mir-6165
693202,hsa-mir-617
693203,hsa-mir-618
693204,hsa-mir-619
693205,hsa-mir-620
693206,hsa-mir-621
693208,hsa-mir-623
693209,hsa-mir-624
693210,hsa-mir-625
693211,hsa-mir-626
693212,hsa-mir-627
693214,hsa-mir-629
693218,hsa-mir-633
693219,hsa-mir-634
693220,hsa-mir-635
693223,hsa-mir-638
693225,hsa-mir-640
693226,hsa-mir-641
693227,hsa-mir-642a
100500845,hsa-mir-642b
693228,hsa-mir-643
693229,hsa-mir-644a
693230,hsa-mir-645
693231,hsa-mir-646
693232,hsa-mir-647
693233,hsa-mir-648
693234,hsa-mir-649
102465246,hsa-mir-6499
102466656,hsa-mir-6500
102465250,hsa-mir-6503
102465251,hsa-mir-6504
102466657,hsa-mir-6505
102465253,hsa-mir-6507
102466972,hsa-mir-6508
102465254,hsa-mir-6509
723779,hsa-mir-651
102466812,hsa-mir-6511a-1
102466268,hsa-mir-6511a-1
102465684,hsa-mir-6511a-1
102465683,hsa-mir-6511a-1
102466812,hsa-mir-6511a-2
102466268,hsa-mir-6511a-2
102465684,hsa-mir-6511a-2
102465683,hsa-mir-6511a-2
102466812,hsa-mir-6511a-3
102466268,hsa-mir-6511a-3
102465684,hsa-mir-6511a-3
102465683,hsa-mir-6511a-3
102466812,hsa-mir-6511a-4
102466268,hsa-mir-6511a-4
102465684,hsa-mir-6511a-4
102465683,hsa-mir-6511a-4
102465985,hsa-mir-6511b-2
102465255,hsa-mir-6512
102465257,hsa-mir-6514
102466659,hsa-mir-6515
102466864,hsa-mir-6516
654434,hsa-mir-6516
724022,hsa-mir-652
724023,hsa-mir-653
724024,hsa-mir-654
724025,hsa-mir-655
724026,hsa-mir-656
724027,hsa-mir-657
724029,hsa-mir-659
724030,hsa-mir-660
724031,hsa-mir-661
724032,hsa-mir-662
724033,hsa-mir-663a
284801,hsa-mir-663a
100313824,hsa-mir-663b
100302234,hsa-mir-664a
100126315,hsa-mir-665
768214,hsa-mir-668
100313777,hsa-mir-670
102466189,hsa-mir-6715a
102466189,hsa-mir-6715b
102465427,hsa-mir-6715b
102465430,hsa-mir-6718
102465974,hsa-mir-6719
102466720,hsa-mir-6720
102465431,hsa-mir-6722
102465432,hsa-mir-6723
103504739,hsa-mir-6724-1
103504733,hsa-mir-6724-1
103504727,hsa-mir-6724-1
102465433,hsa-mir-6724-1
103504739,hsa-mir-6724-2
103504733,hsa-mir-6724-2
103504727,hsa-mir-6724-2
102465433,hsa-mir-6724-2
103504739,hsa-mir-6724-3
103504733,hsa-mir-6724-3
103504727,hsa-mir-6724-3
102465433,hsa-mir-6724-3
103504739,hsa-mir-6724-4
103504733,hsa-mir-6724-4
103504727,hsa-mir-6724-4
102465433,hsa-mir-6724-4
102465434,hsa-mir-6726
102465436,hsa-mir-6728
102466982,hsa-mir-6729
102466722,hsa-mir-6730
102465437,hsa-mir-6731
102465440,hsa-mir-6735
102466191,hsa-mir-6736
102465441,hsa-mir-6737
102465442,hsa-mir-6738
102466724,hsa-mir-6739
102465443,hsa-mir-6740
102466725,hsa-mir-6744
102466726,hsa-mir-6745
102465446,hsa-mir-6746
102465447,hsa-mir-6747
102466727,hsa-mir-6749
102724852,hsa-mir-675
100033819,hsa-mir-675
283120,hsa-mir-675
102466192,hsa-mir-6750
102465450,hsa-mir-6752
102465451,hsa-mir-6753
102466728,hsa-mir-6754
102466193,hsa-mir-6757
102466729,hsa-mir-6759
100500887,hsa-mir-676
102465455,hsa-mir-6760
102465456,hsa-mir-6761
102465457,hsa-mir-6762
102465975,hsa-mir-6763
102465458,hsa-mir-6765
102466983,hsa-mir-6766
102465459,hsa-mir-6767
102465460,hsa-mir-6768
102466731,hsa-mir-6769a
102466202,hsa-mir-6769b
102466259,hsa-mir-6770-1
102465908,hsa-mir-6770-1
102465461,hsa-mir-6770-1
102466259,hsa-mir-6770-2
102465908,hsa-mir-6770-2
102465461,hsa-mir-6770-2
102466259,hsa-mir-6770-3
102465908,hsa-mir-6770-3
102465461,hsa-mir-6770-3
102465462,hsa-mir-6771
102465463,hsa-mir-6772
102466732,hsa-mir-6774
102465464,hsa-mir-6775
102465465,hsa-mir-6776
102465466,hsa-mir-6777
102465467,hsa-mir-6779
102466195,hsa-mir-6780a
102466746,hsa-mir-6780b
102465468,hsa-mir-6781
102465469,hsa-mir-6782
102466734,hsa-mir-6783
102465470,hsa-mir-6784
102465471,hsa-mir-6786
102466735,hsa-mir-6788
102465473,hsa-mir-6790
102465475,hsa-mir-6792
102466737,hsa-mir-6793
102466196,hsa-mir-6794
102465476,hsa-mir-6795
102465477,hsa-mir-6796
102465478,hsa-mir-6797
102466738,hsa-mir-6798
102465479,hsa-mir-6799
102466984,hsa-mir-6801
102465481,hsa-mir-6802
102466739,hsa-mir-6803
102465482,hsa-mir-6804
102465484,hsa-mir-6806
102465976,hsa-mir-6807
102465485,hsa-mir-6809
102466197,hsa-mir-6810
102465486,hsa-mir-6811
102465487,hsa-mir-6812
102466741,hsa-mir-6813
102465488,hsa-mir-6814
102465489,hsa-mir-6815
102465490,hsa-mir-6816
102466198,hsa-mir-6817
102466742,hsa-mir-6818
102465491,hsa-mir-6819
102465493,hsa-mir-6821
102465494,hsa-mir-6823
102466199,hsa-mir-6825
102465496,hsa-mir-6826
102466744,hsa-mir-6827
102465497,hsa-mir-6828
102465977,hsa-mir-6829
102465498,hsa-mir-6830
102466745,hsa-mir-6832
102465500,hsa-mir-6833
102465502,hsa-mir-6835
102465505,hsa-mir-6839
102465506,hsa-mir-6841
102465507,hsa-mir-6842
102465509,hsa-mir-6846
102465512,hsa-mir-6851
102466201,hsa-mir-6853
102465514,hsa-mir-6854
102466750,hsa-mir-6855
102465515,hsa-mir-6856
102465516,hsa-mir-6857
102465517,hsa-mir-6858
103504738,hsa-mir-6859-1
102466751,hsa-mir-6859-1
102465910,hsa-mir-6859-1
102465909,hsa-mir-6859-1
103504738,hsa-mir-6859-2
102466751,hsa-mir-6859-2
102465910,hsa-mir-6859-2
102465909,hsa-mir-6859-2
103504738,hsa-mir-6859-3
102466751,hsa-mir-6859-3
102465910,hsa-mir-6859-3
102465909,hsa-mir-6859-3
103504738,hsa-mir-6859-4
102466751,hsa-mir-6859-4
102465910,hsa-mir-6859-4
102465909,hsa-mir-6859-4
102465518,hsa-mir-6860
102465907,hsa-mir-6862-1
102465520,hsa-mir-6862-1
102465907,hsa-mir-6862-2
102465520,hsa-mir-6862-2
102466752,hsa-mir-6863
102465521,hsa-mir-6864
102465522,hsa-mir-6865
102465523,hsa-mir-6867
102466753,hsa-mir-6868
102465525,hsa-mir-6870
102466912,hsa-mir-6871
102466203,hsa-mir-6874
102465527,hsa-mir-6876
102465528,hsa-mir-6877
102466756,hsa-mir-6879
102466204,hsa-mir-6880
102465530,hsa-mir-6881
102465531,hsa-mir-6882
102465533,hsa-mir-6885
102465535,hsa-mir-6888
102466758,hsa-mir-6889
102465537,hsa-mir-6891
102465538,hsa-mir-6892
102466271,hsa-mir-6893
102466759,hsa-mir-6894
102465539,hsa-mir-6895
407044,hsa-mir-7-2
407045,hsa-mir-7-3
100126333,hsa-mir-708
102466222,hsa-mir-7106
102465668,hsa-mir-7111
102465688,hsa-mir-7150
102466814,hsa-mir-7151
102465689,hsa-mir-7152
102465690,hsa-mir-7153
102465691,hsa-mir-7154
102466815,hsa-mir-7155
102466995,hsa-mir-7156
102465692,hsa-mir-7157
102465693,hsa-mir-7158
102466816,hsa-mir-7159
102465695,hsa-mir-7160
102465694,hsa-mir-7161
100126313,hsa-mir-744
102466235,hsa-mir-7515
768212,hsa-mir-758
100313778,hsa-mir-759
100126348,hsa-mir-760
100313837,hsa-mir-762
100313838,hsa-mir-764
102465752,hsa-mir-7641-1
102465753,hsa-mir-7641-2
768220,hsa-mir-765
768218,hsa-mir-766
768215,hsa-mir-767
768217,hsa-mir-769
768222,hsa-mir-770
102465800,hsa-mir-7702
102465832,hsa-mir-7843
102465835,hsa-mir-7845
102466865,hsa-mir-7848
102465837,hsa-mir-7849
102465838,hsa-mir-7850
102467003,hsa-mir-7851
102465839,hsa-mir-7852
102466866,hsa-mir-7853
102465840,hsa-mir-7854
102465842,hsa-mir-7856
102466250,hsa-mir-7973-1
102465855,hsa-mir-7973-2
102465856,hsa-mir-7974
102466872,hsa-mir-7975
102465857,hsa-mir-7976
102465858,hsa-mir-7977
102465859,hsa-mir-7978
768219,hsa-mir-802
102466873,hsa-mir-8052
102467004,hsa-mir-8053
102465860,hsa-mir-8054
102465861,hsa-mir-8055
102465862,hsa-mir-8056
102466874,hsa-mir-8057
102465863,hsa-mir-8058
102466918,hsa-mir-8059
102465864,hsa-mir-8060
102466251,hsa-mir-8061
102465865,hsa-mir-8062
102466875,hsa-mir-8063
102465866,hsa-mir-8064
102465867,hsa-mir-8065
102465868,hsa-mir-8066
102465869,hsa-mir-8067
102466876,hsa-mir-8068
103504736,hsa-mir-8069-1
102466252,hsa-mir-8069-1
103504736,hsa-mir-8069-2
102466252,hsa-mir-8069-2
102465870,hsa-mir-8070
102466889,hsa-mir-8071-1
102465871,hsa-mir-8071-1
102466889,hsa-mir-8071-2
102465871,hsa-mir-8071-2
102465872,hsa-mir-8073
102465873,hsa-mir-8074
102465874,hsa-mir-8075
102466253,hsa-mir-8076
102465875,hsa-mir-8077
102466878,hsa-mir-8078
102465876,hsa-mir-8079
102465877,hsa-mir-8080
102465995,hsa-mir-8081
102465878,hsa-mir-8082
102466879,hsa-mir-8083
102467005,hsa-mir-8084
102465880,hsa-mir-8086
102465881,hsa-mir-8087
102466880,hsa-mir-8088
102465882,hsa-mir-8089
103504737,hsa-mir-8485
100126316,hsa-mir-873
100126343,hsa-mir-874
100126309,hsa-mir-875
100126310,hsa-mir-876
100126314,hsa-mir-877
100126334,hsa-mir-885
100126347,hsa-mir-887
100126306,hsa-mir-888
100126345,hsa-mir-889
100126303,hsa-mir-890
100126341,hsa-mir-891a
100126304,hsa-mir-891b
100126342,hsa-mir-892a
100126307,hsa-mir-892b
102466721,hsa-mir-892c
407046,hsa-mir-9-1
645323,hsa-mir-9-2
407047,hsa-mir-9-2
407051,hsa-mir-9-3
254559,hsa-mir-9-3
100126320,hsa-mir-920
100126349,hsa-mir-921
100126323,hsa-mir-924
407975,hsa-mir-92a-1
407048,hsa-mir-92a-1
406982,hsa-mir-92a-1
406980,hsa-mir-92a-1
406979,hsa-mir-92a-1
406953,hsa-mir-92a-1
406952,hsa-mir-92a-1
574033,hsa-mir-92a-2
574032,hsa-mir-92a-2
574031,hsa-mir-92a-2
407049,hsa-mir-92a-2
406981,hsa-mir-92a-2
406899,hsa-mir-92a-2
407050,hsa-mir-93
100126350,hsa-mir-933
100126324,hsa-mir-934
100126327,hsa-mir-938
106660606,hsa-mir-940
100126328,hsa-mir-940
100126329,hsa-mir-941-1
103504732,hsa-mir-941-2
100126352,hsa-mir-941-2
100126339,hsa-mir-941-2
100126330,hsa-mir-941-2
103504732,hsa-mir-941-3
100126352,hsa-mir-941-3
100126339,hsa-mir-941-3
100126330,hsa-mir-941-3
103504732,hsa-mir-941-4
100126352,hsa-mir-941-4
100126339,hsa-mir-941-4
100126330,hsa-mir-941-4
103504732,hsa-mir-941-5
100126352,hsa-mir-941-5
100126339,hsa-mir-941-5
100126330,hsa-mir-941-5
100126331,hsa-mir-942
100126340,hsa-mir-944
407052,hsa-mir-95
103504730,hsa-mir-9500
407053,hsa-mir-96
407054,hsa-mir-98
407055,hsa-mir-99a
407056,hsa-mir-99b
